Authors	Title	Journal	Vol:Issue:Page	Year	Pubmed_Id	Citation_Number	Authors_Full_Name	First_Author	LastAuthor	Affiliations	Grants
Varvel NH, Grathwohl SA, Baumann F, Liebig C, Bosch A, Brawek B, Thal DR, Charo IF, Heppner FL, Aguzzi A, Garaschuk O, Ransohoff RM, Jucker M	Microglial repopulation model reveals a robust homeostatic process for replacing CNS myeloid cells.	Proc. Natl. Acad. Sci. U.S.A.	109:44:18150-5	2012	23071306	9	Nicholas H Varvel, Stefan A Grathwohl, Frank Baumann, Christian Liebig, Andrea Bosch, Bianca Brawek, Dietmar R Thal, Israel F Charo, Frank L Heppner, Adriano Aguzzi, Olga Garaschuk, Richard M Ransohoff, Mathias Jucker	Nicholas H Varvel	Mathias Jucker	German Center for Neurodegenerative Diseases, DZNE, and Department of Cellular Neurology, Hertie Institute for Clinical Brain Research, University of Tuebingen, 72076 Tuebingen, Germany. nicholas.varvel@dzne.de	NHLBI NIH HHS; R01 HL102475
Sullivan TJ, Dairaghi DJ, Krasinski A, Miao Z, Wang Y, Zhao BN, Baumgart T, Berahovich R, Ertl LS, Pennell A, Seitz L, Miao S, Ungashe S, Wei Z, Johnson D, Boring L, Tsou CL, Charo IF, Bekker P, Schall TJ, Jaen JC	Characterization of CCX140-B, an orally bioavailable antagonist of the CCR2 chemokine receptor, for the treatment of type 2 diabetes and associated complications.	J. Pharmacol. Exp. Ther.		2012	22378937	5	Timothy J Sullivan, Daniel J Dairaghi, Antoni Krasinski, Zhenhua Miao, Yu Wang, Bin N Zhao, Trageen Baumgart, Rob Berahovich, Linda S Ertl, Andrew Pennell, Lisa Seitz, Shichang Miao, Solomon Ungashe, Zheng Wei, Dan Johnson, Landin Boring, Chia-Lin Tsou, Israel F Charo, Pirow Bekker, Thomas J Schall, Juan C Jaen	Timothy J Sullivan	Juan C Jaen		NA
Mizutani M, Pino PA, Saederup N, Charo IF, Ransohoff RM, Cardona AE	The fractalkine receptor but not CCR2 is present on microglia from embryonic development throughout adulthood.	J. Immunol.	188:1:29-36	2012	22079990	19	Makiko Mizutani, Paula A Pino, Noah Saederup, Israel F Charo, Richard M Ransohoff, Astrid E Cardona	Makiko Mizutani	Astrid E Cardona	Department of Neurosciences, Lerner Research Institute, Cleveland Clinic, Cleveland, OH, USA.	NINDS NIH HHS; R01NS32151
Lewis KL, Caton ML, Bogunovic M, Greter M, Grajkowska LT, Ng D, Klinakis A, Charo IF, Jung S, Gommerman JL, Ivanov II, Liu K, Merad M, Reizis B	Notch2 receptor signaling controls functional differentiation of dendritic cells in the spleen and intestine.	Immunity	35:5:780-91	2011	22018469	37	Kanako L Lewis, Michele L Caton, Milena Bogunovic, Melanie Greter, Lucja T Grajkowska, Dennis Ng, Apostolos Klinakis, Israel F Charo, Steffen Jung, Jennifer L Gommerman, Ivaylo I Ivanov, Kang Liu, Miriam Merad, Boris Reizis	Kanako L Lewis	Boris Reizis	Department of Microbiology and Immunology, Columbia University Medical Center, New York, NY 10032, USA.	NICHD NIH HHS; T32 HD055165-05
Charo IF, Taub R	Anti-inflammatory therapeutics for the treatment of atherosclerosis.	Nat Rev Drug Discov	10:5:365-76	2011	21532566	46	Israel F Charo, Rebecca Taub	Israel F Charo	Rebecca Taub	Gladstone Institute of Cardiovascular Disease, 1650 Owens Street #149, San Francisco, California 94158, USA. icharo@gladstone.ucsf.edu	NHLBI NIH HHS; R01 HL052773
Sonoda KH, Yoshimura T, Egashira K, Charo IF, Ishibashi T	Neutrophil-dominant experimental autoimmune uveitis in CC-chemokine receptor 2 knockout mice.	Acta Ophthalmol	89:2:e180-8	2011	20584001	NA	Koh-Hei Sonoda, Takeru Yoshimura, Kensuke Egashira, Israel F Charo, Tatsuro Ishibashi	Koh-Hei Sonoda	Tatsuro Ishibashi	Department of Ophthalmology, Graduate School of Medical Science, Kyushu University, Fukuoka, Japan. sonodak@med.kyushu-u.ac.jp	NA
Islam SA, Chang DS, Colvin RA, Byrne MH, McCully ML, Moser B, Lira SA, Charo IF, Luster AD	Mouse CCL8, a CCR8 agonist, promotes atopic dermatitis by recruiting IL-5+ T(H)2 cells.	Nat. Immunol.	12:2:167-77	2011	21217759	36	Sabina A Islam, Daniel S Chang, Richard A Colvin, Mike H Byrne, Michelle L McCully, Bernhard Moser, Sergio A Lira, Israel F Charo, Andrew D Luster	Sabina A Islam	Andrew D Luster	Center for Immunology and Inflammatory Diseases, Division of Rheumatology, Allergy and Immunology, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts, USA.	NIAID NIH HHS; R37 AI040618-15
Saederup N, Cardona AE, Croft K, Mizutani M, Cotleur AC, Tsou CL, Ransohoff RM, Charo IF	Selective chemokine receptor usage by central nervous system myeloid cells in CCR2-red fluorescent protein knock-in mice.	PLoS ONE	5:10:e13693	2010	21060874	47	Noah Saederup, Astrid E Cardona, Kelsey Croft, Makiko Mizutani, Anne C Cotleur, Chia-Lin Tsou, Richard M Ransohoff, Israel F Charo	Noah Saederup	Israel F Charo	Gladstone Institute of Cardiovascular Disease, San Francisco, California, United States of America.	NINDS NIH HHS; R01NS32151
Lu H, Huang D, Saederup N, Charo IF, Ransohoff RM, Zhou L	Macrophages recruited via CCR2 produce insulin-like growth factor-1 to repair acute skeletal muscle injury.	FASEB J.	25:1:358-69	2011	20889618	34	Haiyan Lu, Danping Huang, Noah Saederup, Israel F Charo, Richard M Ransohoff, Lan Zhou	Haiyan Lu	Lan Zhou	Neuroinflammation Research Center, Department of Neurosciences, Lerner Research Institute, Cleveland Clinic, 9500 Euclid Ave./S90, Cleveland, OH 44195, USA.	PHS HHS; MDA#91682
Yan W, Si Y, Slaymaker S, Li J, Zheng H, Young DL, Aslanian A, Saunders L, Verdin E, Charo IF	Zmynd15 encodes a histone deacetylase-dependent transcriptional repressor essential for spermiogenesis and male fertility.	J. Biol. Chem.	285:41:31418-26	2010	20675388	NA	Wei Yan, Yue Si, Sarah Slaymaker, Jiachen Li, Huili Zheng, David L Young, Ara Aslanian, Laura Saunders, Eric Verdin, Israel F Charo	Wei Yan	Israel F Charo	Department of Physiology and Cell Biology, University of Nevada School of Medicine, Reno, Nevada 89557, USA.	NICHD NIH HHS; R03 HD048855-02
Dai E, Liu LY, Wang H, McIvor D, Sun YM, Macaulay C, King E, Munuswamy-Ramanujam G, Bartee MY, Williams J, Davids J, Charo I, McFadden G, Esko JD, Lucas AR	Inhibition of chemokine-glycosaminoglycan interactions in donor tissue reduces mouse allograft vasculopathy and transplant rejection.	PLoS ONE	5:5:e10510	2010	20463901	12	Erbin Dai, Li-Ying Liu, Hao Wang, Dana McIvor, Yun Ming Sun, Colin Macaulay, Elaine King, Ganesh Munuswamy-Ramanujam, Mee Yong Bartee, Jennifer Williams, Jennifer Davids, Israel Charo, Grant McFadden, Jeffrey D Esko, Alexandra R Lucas	Erbin Dai	Alexandra R Lucas	Vascular Biology Research Group, Robarts Research Institute, The University of Western Ontario, London, Ontario, Canada.	Canadian Institutes of Health Research; MOP 577578
Si Y, Tsou CL, Croft K, Charo IF	CCR2 mediates hematopoietic stem and progenitor cell trafficking to sites of inflammation in mice.	J. Clin. Invest.	120:4:1192-203	2010	20234092	48	Yue Si, Chia-Lin Tsou, Kelsey Croft, Israel F Charo	Yue Si	Israel F Charo	Gladstone Institute of Cardiovascular Disease, San Francisco, California 94158, USA.	NHLBI NIH HHS; R01 HL052773
Daugherty A, Rateri DL, Charo IF, Owens AP, Howatt DA, Cassis LA	Angiotensin II infusion promotes ascending aortic aneurysms: attenuation by CCR2 deficiency in apoE-/- mice.	Clin. Sci.	118:11:681-9	2010	20088827	NA	Alan Daugherty, Debra L Rateri, Israel F Charo, A Phillip Owens, Deborah A Howatt, Lisa A Cassis	Alan Daugherty	Lisa A Cassis	Saha Cardiovascular Research Center, University of Kentucky, Lexington, KY 40536, U.S.A. Alan.Daugherty@uky.edu	NHLBI NIH HHS; HL80100
Auffray C, Fogg DK, Narni-Mancinelli E, Senechal B, Trouillet C, Saederup N, Leemput J, Bigot K, Campisi L, Abitbol M, Molina T, Charo I, Hume DA, Cumano A, Lauvau G, Geissmann F	CX3CR1+ CD115+ CD135+ common macrophage/DC precursors and the role of CX3CR1 in their response to inflammation.	J. Exp. Med.	206:3:595-606	2009	19273628	122	Cedric Auffray, Darin K Fogg, Emilie Narni-Mancinelli, Brigitte Senechal, Celine Trouillet, Noah Saederup, Julia Leemput, Karine Bigot, Laura Campisi, Marc Abitbol, Thierry Molina, Israel Charo, David A Hume, Ana Cumano, Gregoire Lauvau, Frederic Geissmann	Cedric Auffray	Frederic Geissmann	Laboratory of Biology of the Mononuclear Phagocyte System, Institut National de la Santé et de la Recherche Médicale U838, Université Paris-Descartes, 75015 Paris, France.	NA
Martin AP, Rankin S, Pitchford S, Charo IF, Furtado GC, Lira SA	Increased expression of CCL2 in insulin-producing cells of transgenic mice promotes mobilization of myeloid cells from the bone marrow, marked insulitis, and diabetes.	Diabetes	57:11:3025-33	2008	18633103	NA	Andrea P Martin, Sara Rankin, Simon Pitchford, Israel F Charo, Glaucia C Furtado, Sergio A Lira	Andrea P Martin	Sergio A Lira	Immunology Institute, Mount Sinai School of Medicine, New York, New York, USA.	British Heart Foundation; PG/05/-92
Jia T, Serbina NV, Brandl K, Zhong MX, Leiner IM, Charo IF, Pamer EG	Additive roles for MCP-1 and MCP-3 in CCR2-mediated recruitment of inflammatory monocytes during Listeria monocytogenes infection.	J. Immunol.	180:10:6846-53	2008	18453605	104	Ting Jia, Natalya V Serbina, Katharina Brandl, Maggie X Zhong, Ingrid M Leiner, Israel F Charo, Eric G Pamer	Ting Jia	Eric G Pamer	Infectious Diseases Service, Department of Medicine, Memorial Sloan-Kettering Cancer Center, New York, NY 10021, USA.	NIAID NIH HHS; R37 AI039031-13
Alexis JD, Pyo RT, Chereshnev I, Katz J, Rollins BJ, Charo IF, Taubman MB	Inhibition of MCP-1/CCR2 signaling does not inhibit intimal proliferation in a mouse aortic transplant model.	J. Vasc. Res.	45:6:538-46	2008	18463419	9	Jeffrey D Alexis, Robert T Pyo, Igor Chereshnev, Jonathan Katz, Barrett J Rollins, Israel F Charo, Mark B Taubman	Jeffrey D Alexis	Mark B Taubman	Aab Cardiovascular Research Institute, University of Rochester School of Medicine and Dentistry, Rochester, NY 14586, USA. jeffrey_alexis@urmc.rochester.edu	NA
Saederup N, Chan L, Lira SA, Charo IF	Fractalkine deficiency markedly reduces macrophage accumulation and atherosclerotic lesion formation in CCR2-/- mice: evidence for independent chemokine functions in atherogenesis.	Circulation	117:13:1642-8	2008	18165355	NA	Noah Saederup, Liana Chan, Sergio A Lira, Israel F Charo	Noah Saederup	Israel F Charo	Gladstone Institute of Cardiovascular Disease, 1650 Owens St, San Francisco, CA 94158, USA.	NHLBI NIH HHS; R01 HL63894
Charo IF	Macrophage polarization and insulin resistance: PPARgamma in control.	Cell Metab.	6:2:96-8	2007	17681144	NA	Israel F Charo	Israel F Charo	Israel F Charo	Gladstone Institute of Cardiovascular Disease, Cardiovascular Research Institute, and Department of Medicine, University of California, San Francisco, San Francisco, CA 94158, USA. icharo@gladstone.ucsf.edu	NA
Tsou CL, Peters W, Si Y, Slaymaker S, Aslanian AM, Weisberg SP, Mack M, Charo IF	Critical roles for CCR2 and MCP-3 in monocyte mobilization from bone marrow and recruitment to inflammatory sites.	J. Clin. Invest.	117:4:902-9	2007	17364026	313	Chia-Lin Tsou, Wendy Peters, Yue Si, Sarah Slaymaker, Ara M Aslanian, Stuart P Weisberg, Matthias Mack, Israel F Charo	Chia-Lin Tsou	Israel F Charo	Gladstone Institute of Cardiovascular Disease, UCSF, San Francisco, California 94158, USA.	NHLBI NIH HHS; R01 HL63894-07
Bennett JL, Elhofy A, Charo I, Miller SD, Dal Canto MC, Karpus WJ	CCR2 regulates development of Theiler's murine encephalomyelitis virus-induced demyelinating disease.	Viral Immunol.	20:1:19-33	2007	17425418		Jami L Bennett, Adam Elhofy, Israel Charo, Stephen D Miller, Mauro C Dal Canto, William J Karpus	Jami L Bennett	William J Karpus	Department of Pathology, Feinberg School of Medicine, Northwestern University, Chicago, Illinois 60611, USA.	NINDS NIH HHS; P01 NS023349
Wareing MD, Lyon A, Inglis C, Giannoni F, Charo I, Sarawar SR	Chemokine regulation of the inflammatory response to a low-dose influenza infection in CCR2-/- mice.	J. Leukoc. Biol.	81:3:793-801	2007	17179466	NA	Mark D Wareing, Ashley Lyon, Chandra Inglis, Francesca Giannoni, Israel Charo, Sally R Sarawar	Mark D Wareing	Sally R Sarawar	Torrey Pines Institute for Molecular Studies, San diego, CA, USA. mark.wareing@ki.se	NIAID NIH HHS; AI44247
Sautter NB, Shick EH, Ransohoff RM, Charo IF, Hirose K	CC chemokine receptor 2 is protective against noise-induced hair cell death: studies in CX3CR1(+/GFP) mice.	J. Assoc. Res. Otolaryngol.	7:4:361-72	2006	17075702	12	Nathan B Sautter, Elizabeth H Shick, Richard M Ransohoff, Israel F Charo, Keiko Hirose	Nathan B Sautter	Keiko Hirose	Head and Neck Institute, Cleveland Clinic, Cleveland, OH 44195, USA.	NIDCD NIH HHS; K08 DC005761
Ragozzino D, Di Angelantonio S, Trettel F, Bertollini C, Maggi L, Gross C, Charo IF, Limatola C, Eusebi F	Chemokine fractalkine/CX3CL1 negatively modulates active glutamatergic synapses in rat hippocampal neurons.	J. Neurosci.	26:41:10488-98	2006	17035533	34	Davide Ragozzino, Silvia Di Angelantonio, Flavia Trettel, Cristina Bertollini, Laura Maggi, Cornelius Gross, Israel F Charo, Cristina Limatola, Fabrizio Eusebi	Davide Ragozzino	Fabrizio Eusebi	Istituto Pasteur-Fondazione Cenci Bolognetti and Dipartimento di Fisiologia Umana e Farmacologia, Università La Sapienza, Centro di Eccellenza BEMM, 00185 Roma, Italy. davide.ragozzino@uniroma1.it	NA
Aslanian AM, Charo IF	Targeted disruption of the scavenger receptor and chemokine CXCL16 accelerates atherosclerosis.	Circulation	114:6:583-90	2006	16880330	102	Ara M Aslanian, Israel F Charo	Ara M Aslanian	Israel F Charo	Gladstone Institute of Cardiovascular Disease, 1650 Owens St, San Francisco, Calif 94158, USA.	NHLBI NIH HHS; R01 HL63894-05
Green SR, Han KH, Chen Y, Almazan F, Charo IF, Miller YI, Quehenberger O	The CC chemokine MCP-1 stimulates surface expression of CX3CR1 and enhances the adhesion of monocytes to fractalkine/CX3CL1 via p38 MAPK.	J. Immunol.	176:12:7412-20	2006	16751386	40	Simone R Green, Ki Hoon Han, Yiming Chen, Felicidad Almazan, Israel F Charo, Yury I Miller, Oswald Quehenberger	Simone R Green	Oswald Quehenberger	Department of Medicine, University of California, San Diego, La Jolla, 92093, USA.	NHLBI NIH HHS; HL56989
Ali T, Humphries J, Burnand K, Sawyer B, Bursill C, Channon K, Greaves D, Rollins B, Charo IF, Smith A	Monocyte recruitment in venous thrombus resolution.	J. Vasc. Surg.	43:3:601-8	2006	16520180	31	Tahir Ali, Julia Humphries, Kevin Burnand, Barbara Sawyer, Christina Bursill, Keith Channon, David Greaves, Barrett Rollins, Israel F Charo, Alberto Smith	Tahir Ali	Alberto Smith	Academic Department of Surgery, Cardiovascular Division, GKT, King's College, St Thomas's Hospital, London, United Kingdom.	NHLBI NIH HHS; HL52773
Charo IF, Ransohoff RM	The many roles of chemokines and chemokine receptors in inflammation.	N. Engl. J. Med.	354:6:610-21	2006	16467548	1326	Israel F Charo, Richard M Ransohoff	Israel F Charo	Richard M Ransohoff	Gladstone Institute of Cardiovascular Disease and the Cardiovascular Research Institute, Department of Medicine, University of California, San Francisco, San Francisco, USA. icharo@gladstone.ucsf.edu	NA
Oshima T, Sonoda KH, Tsutsumi-Miyahara C, Qiao H, Hisatomi T, Nakao S, Hamano S, Egashira K, Charo IF, Ishibashi T	Analysis of corneal inflammation induced by cauterisation in CCR2 and MCP-1 knockout mice.	Br J Ophthalmol	90:2:218-22	2006	16424537	17	T Oshima, K-H Sonoda, C Tsutsumi-Miyahara, H Qiao, T Hisatomi, S Nakao, S Hamano, K Egashira, I F Charo, T Ishibashi	T Oshima	T Ishibashi	Department of Ophthalmology, Graduate School of Medical Sciences, Kyushu University, 3-1-1 Maidashi, Higashi-Ku, Fukuoka, Japan.	NA
Weisberg SP, Hunter D, Huber R, Lemieux J, Slaymaker S, Vaddi K, Charo I, Leibel RL, Ferrante AW	CCR2 modulates inflammatory and metabolic effects of high-fat feeding.	J. Clin. Invest.	116:1:115-24	2006	16341265	744	Stuart P Weisberg, Deborah Hunter, Reid Huber, Jacob Lemieux, Sarah Slaymaker, Kris Vaddi, Israel Charo, Rudolph L Leibel, Anthony W Ferrante	Stuart P Weisberg	Anthony W Ferrante	Department of Medicine, Naomi Berrie Diabetes Center, Columbia University College of Physicians and Surgeons, New York, New York 10032, USA.	NIDDK NIH HHS; R01 DK066525-02
Veillard NR, Steffens S, Pelli G, Lu B, Kwak BR, Gerard C, Charo IF, Mach F	Differential influence of chemokine receptors CCR2 and CXCR3 in development of atherosclerosis in vivo.	Circulation	112:6:870-8	2005	16061736	90	Niels R Veillard, Sabine Steffens, Graziano Pelli, B Lu, Brenda R Kwak, Craig Gerard, Israel F Charo, François Mach	Niels R Veillard	François Mach	Division of Cardiology, Foundation for Medical Research, University Hospital Geneva, Geneva, Switzerland.	NHLBI NIH HHS; HL63894
Huang D, Wujek J, Kidd G, He TT, Cardona A, Sasse ME, Stein EJ, Kish J, Tani M, Charo IF, Proudfoot AE, Rollins BJ, Handel T, Ransohoff RM	Chronic expression of monocyte chemoattractant protein-1 in the central nervous system causes delayed encephalopathy and impaired microglial function in mice.	FASEB J.	19:7:761-72	2005	15857890	46	Deren Huang, Jerome Wujek, Graham Kidd, Toby T He, Astrid Cardona, Margaret E Sasse, Erica J Stein, Jacqueline Kish, Marie Tani, Israel F Charo, Amanda E Proudfoot, Barrett J Rollins, Tracy Handel, Richard M Ransohoff	Deren Huang	Richard M Ransohoff	Department of Neurosciences, Lerner Research Institute, The Cleveland Clinic Foundation, Cleveland, Ohio 44195, USA.	NINDS NIH HHS; 3R01 NS32151-09
Aslanian AM, Chapman HA, Charo IF	Transient role for CD1d-restricted natural killer T cells in the formation of atherosclerotic lesions.	Arterioscler. Thromb. Vasc. Biol.	25:3:628-32	2005	15591216	51	Ara M Aslanian, Harold A Chapman, Israel F Charo	Ara M Aslanian	Israel F Charo	Gladstone Institute of Cardiovascular Disease, University of California, San Francisco, USA.	NHLBI NIH HHS; HL63894
Qu C, Edwards EW, Tacke F, Angeli V, Llodrá J, Sanchez-Schmitz G, Garin A, Haque NS, Peters W, van Rooijen N, Sanchez-Torres C, Bromberg J, Charo IF, Jung S, Lira SA, Randolph GJ	Role of CCR8 and other chemokine pathways in the migration of monocyte-derived dendritic cells to lymph nodes.	J. Exp. Med.	200:10:1231-41	2004	15534368	185	Chunfeng Qu, Emmerson W Edwards, Frank Tacke, Véronique Angeli, Jaime Llodrá, Guzman Sanchez-Schmitz, Alexandre Garin, Nasreen S Haque, Wendy Peters, Nico van Rooijen, Carmen Sanchez-Torres, Jonathan Bromberg, Israel F Charo, Steffen Jung, Sergio A Lira, Gwendalyn J Randolph	Chunfeng Qu	Gwendalyn J Randolph	Dept. of Gene and Cell Medicine, Mt. Sinai School of Medicine, Box 1496, 1425 Madison Ave., New York, NY 10029, USA.	NA
Charo IF, Taubman MB	Chemokines in the pathogenesis of vascular disease.	Circ. Res.	95:9:858-66	2004	15514167	578	Israel F Charo, Mark B Taubman	Israel F Charo	Mark B Taubman	Gladstone Institute of Cardiovascular Disease, PO Box 419100, San Francisco, CA 94141-9100, USA. icharo@gladstone.ucsf.edu	NHLBI NIH HHS; HL63984
Tang G, Charo DN, Wang R, Charo IF, Messina L	CCR2-/- knockout mice revascularize normally in response to severe hindlimb ischemia.	J. Vasc. Surg.	40:4:786-95	2004	15472609	NA	Gale Tang, David N Charo, Rong Wang, Israel F Charo, Louis Messina	Gale Tang	Louis Messina	Pacific Vascular Research Laboratory, Department of Surgery, Division of Vascular Surgery, University of California, San Francisco 94143-0222, USA.	NHLBI NIH HHS; HL75353
Chiu BC, Freeman CM, Stolberg VR, Hu JS, Zeibecoglou K, Lu B, Gerard C, Charo IF, Lira SA, Chensue SW	Impaired lung dendritic cell activation in CCR2 knockout mice.	Am. J. Pathol.	165:4:1199-209	2004	15466386	36	Bo-Chin Chiu, Christine M Freeman, Valerie R Stolberg, Jerry S Hu, Kyriaki Zeibecoglou, Bao Lu, Craig Gerard, Israel F Charo, Sergio A Lira, Stephen W Chensue	Bo-Chin Chiu	Stephen W Chensue	Department of Pathology, University of Michigan Medical School, Ann Arbor, USA.	NIAID NIH HHS; R01 AI043460-06
Koth LL, Rodriguez MW, Bernstein XL, Chan S, Huang X, Charo IF, Rollins BJ, Erle DJ	Aspergillus antigen induces robust Th2 cytokine production, inflammation, airway hyperreactivity and fibrosis in the absence of MCP-1 or CCR2.	Respir. Res.	5:12	2004	15377395	21	Laura L Koth, Madeleine W Rodriguez, Xin Liu Bernstein, Salina Chan, Xiaozhu Huang, Israel F Charo, Barrett J Rollins, David J Erle	Laura L Koth	David J Erle	Lung Biology Center, Department of Medicine, University of California, San Francisco, California, USA. lkoth@itsa.ucsf.edu <lkoth@itsa.ucsf.edu>	NA
Tsutsumi-Miyahara C, Sonoda KH, Egashira K, Ishibashi M, Qiao H, Oshima T, Murata T, Miyazaki M, Charo IF, Hamano S, Ishibashi T	The relative contributions of each subset of ocular infiltrated cells in experimental choroidal neovascularisation.	Br J Ophthalmol	88:9:1217-22	2004	15317719	41	C Tsutsumi-Miyahara, K-H Sonoda, K Egashira, M Ishibashi, H Qiao, T Oshima, T Murata, M Miyazaki, I F Charo, S Hamano, T Ishibashi	C Tsutsumi-Miyahara	T Ishibashi	Department of Ophthalmology, Graduate School of Medical Sciences, Kyushu University, 3-1-1 Maidashi, Higashi-Ku, Fukuoka 812-8582, Japan.	NA
Ishibashi M, Egashira K, Zhao Q, Hiasa K, Ohtani K, Ihara Y, Charo IF, Kura S, Tsuzuki T, Takeshita A, Sunagawa K	Bone marrow-derived monocyte chemoattractant protein-1 receptor CCR2 is critical in angiotensin II-induced acceleration of atherosclerosis and aneurysm formation in hypercholesterolemic mice.	Arterioscler. Thromb. Vasc. Biol.	24:11:e174-8	2004	15331433	NA	Minako Ishibashi, Kensuke Egashira, Qingwei Zhao, Ken-ichi Hiasa, Kisho Ohtani, Yoshiko Ihara, Israel F Charo, Shinobu Kura, Teruhisa Tsuzuki, Akira Takeshita, Kenji Sunagawa	Minako Ishibashi	Kenji Sunagawa	Department of Cardiovascular Medicine, Graduate School of Medical Sciences, Kyushu University, Fukuoka, Japan.	NA
Peters W, Cyster JG, Mack M, Schlöndorff D, Wolf AJ, Ernst JD, Charo IF	CCR2-dependent trafficking of F4/80dim macrophages and CD11cdim/intermediate dendritic cells is crucial for T cell recruitment to lungs infected with Mycobacterium tuberculosis.	J. Immunol.	172:12:7647-53	2004	15187146	NA	Wendy Peters, Jason G Cyster, Matthias Mack, Detlef Schlöndorff, Andrea J Wolf, Joel D Ernst, Israel F Charo	Wendy Peters	Israel F Charo	Gladstone Institute of Cardiovascular Disease, PO Box 419100, San Francisco, CA 94141, USA. wpeters@gladstone.ucsf.edu	NIAID NIH HHS; AI 51242
Merad M, Hoffmann P, Ranheim E, Slaymaker S, Manz MG, Lira SA, Charo I, Cook DN, Weissman IL, Strober S, Engleman EG	Depletion of host Langerhans cells before transplantation of donor alloreactive T cells prevents skin graft-versus-host disease.	Nat. Med.	10:5:510-7	2004	15098028	253	Miriam Merad, Petra Hoffmann, Erik Ranheim, Sarah Slaymaker, Markus G Manz, Sergio A Lira, Israel Charo, Donald N Cook, Irving L Weissman, Samuel Strober, Edgar G Engleman	Miriam Merad	Edgar G Engleman	Department of Pathology, Stanford University School of Medicine, Palo Alto, California 94304, USA. miriam.merad@mssm.edu	NHLBI NIH HHS; HL57443
Ishibashi M, Hiasa K, Zhao Q, Inoue S, Ohtani K, Kitamoto S, Tsuchihashi M, Sugaya T, Charo IF, Kura S, Tsuzuki T, Ishibashi T, Takeshita A, Egashira K	Critical role of monocyte chemoattractant protein-1 receptor CCR2 on monocytes in hypertension-induced vascular inflammation and remodeling.	Circ. Res.	94:9:1203-10	2004	15059935	120	Minako Ishibashi, Ken-ichi Hiasa, Qingwei Zhao, Shujiro Inoue, Kisho Ohtani, Shiro Kitamoto, Miyuki Tsuchihashi, Takeshi Sugaya, Israel F Charo, Shinobu Kura, Teruhisa Tsuzuki, Tatsuro Ishibashi, Akira Takeshita, Kensuke Egashira	Minako Ishibashi	Kensuke Egashira	Department of Cardiovascular Medicine, Graduate School of Medical Science, Kyushu University, Fukuoka, Japan.	NA
Schecter AD, Berman AB, Yi L, Ma H, Daly CM, Soejima K, Rollins BJ, Charo IF, Taubman MB	MCP-1-dependent signaling in CCR2(-/-) aortic smooth muscle cells.	J. Leukoc. Biol.	75:6:1079-85	2004	15020650	NA	Alison D Schecter, Adriane B Berman, Lin Yi, Harry Ma, Christine M Daly, Kenzo Soejima, Barrett J Rollins, Israel F Charo, Mark B Taubman	Alison D Schecter	Mark B Taubman	The Cardiovascular Institute, Department of Medicine, Mount Sinai School of Medicine, One Gustave L. Levy Place, New York, NY 10029, USA. alison.schecter@mssm.edu	NIGMS NIH HHS; T32GM07288
Abdi R, Means TK, Ito T, Smith RN, Najafian N, Jurewicz M, Tchipachvili V, Charo I, Auchincloss H, Sayegh MH, Luster AD	Differential role of CCR2 in islet and heart allograft rejection: tissue specificity of chemokine/chemokine receptor function in vivo.	J. Immunol.	172:2:767-75	2004	14707046	64	Reza Abdi, Terry K Means, Toshiro Ito, Rex Neal Smith, Nader Najafian, Mollie Jurewicz, Vaja Tchipachvili, Israel Charo, Hugh Auchincloss, Mohamed H Sayegh, Andrew D Luster	Reza Abdi	Andrew D Luster	Laboratory of Immunogenetics and Transplantation, Renal Division, Brigham and Women's Hospital, Harvard Medical School, 75 Francis Street, Boston, MA 02120, USA. rabdi@rics.bwh.harvard.edu	NCI NIH HHS; R01 CA 69212
Gharaee-Kermani M, McCullumsmith RE, Charo IF, Kunkel SL, Phan SH	CC-chemokine receptor 2 required for bleomycin-induced pulmonary fibrosis.	Cytokine	24:6:266-76	2003	14609568	92	Mehrnaz Gharaee-Kermani, Robert E McCullumsmith, Israel F Charo, Steven L Kunkel, Sem H Phan	Mehrnaz Gharaee-Kermani	Sem H Phan	Department of Internal Medicine, University of Michigan Medical School, Ann Arbor, MI 48109-0602, USA.	NHLBI NIH HHS; HL52285
Panoskaltsis-Mortari A, Hermanson JR, Taras E, Wangensteen OD, Charo IF, Rollins BJ, Blazar BR	Post-BMT lung injury occurs independently of the expression of CCL2 or its receptor, CCR2, on host cells.	Am. J. Physiol. Lung Cell Mol. Physiol.	286:2:L284-92	2004	14527928	12	Angela Panoskaltsis-Mortari, John R Hermanson, Elizabeth Taras, O Douglas Wangensteen, Israel F Charo, Barrett J Rollins, Bruce R Blazar	Angela Panoskaltsis-Mortari	Bruce R Blazar	University of Minnesota, Department of Pediatrics, Division of Hematology-Oncology, 420 Delaware St. SE, Minneapolis, MN 55455, USA. panos001@umn.edu	NHLBI NIH HHS; R01-HL-66308
