Authors	Title	Journal	Vol:Issue:Page	Year	Pubmed_Id	Citation_Number	Authors_Full_Name	First_Author	LastAuthor	Affiliations	Grants
Smith MR, Greene WC	Identification of HTLV-I tax trans-activator mutants exhibiting novel transcriptional phenotypes.	Genes Dev.	4:11:1875-85	1990	2276622		M R Smith, W C Greene	M R Smith	W C Greene	Howard Hughes Medical Institute, Department of Medicine, Duke University Medical Center, Durham, North Carolina 27710.	NA
Rubin LA, Galli F, Greene WC, Nelson DL, Jay G	The molecular basis for the generation of the human soluble interleukin 2 receptor.	Cytokine	2:5:330-6	1990	2103332		L A Rubin, F Galli, W C Greene, D L Nelson, G Jay	L A Rubin	G Jay	Department of Medicine, University of Toronto, Ontario, Canada.	NA
Cullen BR, Greene WC	Functions of the auxiliary gene products of the human immunodeficiency virus type 1.	Virology	178:1:1-5	1990	2202146		B R Cullen, W C Greene	B R Cullen	W C Greene	Howard Hughes Medical Institute, Department of Microbiology and Immunology, Duke University Medical Center, Durham, North Carolina 27710.	NA
Kuziel WA, Greene WC	Interleukin-2 and the IL-2 receptor: new insights into structure and function.	J. Invest. Dermatol.	94:6 Suppl:27S-32S	1990	1693645		W A Kuziel, W C Greene	W A Kuziel	W C Greene	Howard Hughes Medical Institute, Department of Medicine, Durham, North Carolina.	NA
Ahmed YF, Hanly SM, Malim MH, Cullen BR, Greene WC	Structure-function analyses of the HTLV-I Rex and HIV-1 Rev RNA response elements: insights into the mechanism of Rex and Rev action.	Genes Dev.	4:6:1014-22	1990	2116986		Y F Ahmed, S M Hanly, M H Malim, B R Cullen, W C Greene	Y F Ahmed	W C Greene	Howard Hughes Medical Institute, Department of Medicine, Duke University Medical Center, Durham, North Carolina 27710.	NA
Fung MR, Greene WC	The human interleukin-2 receptor: insights into subunit structure and growth signal transduction.	Semin. Immunol.	2:2:119-28	1990	2129904		M R Fung, W C Greene	M R Fung	W C Greene	Howard Hughes Medical Institute, Department of Medicine and Microbiology-Immunology, Duke University Medical Center, Durham, NC 27710.	NA
Mills GB, May C, McGill M, Fung M, Baker M, Sutherland R, Greene WC	Interleukin 2-induced tyrosine phosphorylation. Interleukin 2 receptor beta is tyrosine phosphorylated.	J. Biol. Chem.	265:6:3561-7	1990	2303462		G B Mills, C May, M McGill, M Fung, M Baker, R Sutherland, W C Greene	G B Mills	W C Greene	Oncology Research, Toronto General Hospital, Ontario, Canada.	NA
Greene WC	Regulation of HIV-1 gene expression.	Annu. Rev. Immunol.	8:453-75	1990	2188670		W C Greene	W C Greene	W C Greene	Howard Hughes Medical Institute, Department of Medicine and Microbiology and Immunology, Duke University Medical Center, Durham, North Carolina 27710.	NA
Pomerantz JL, Mauxion F, Yoshida M, Greene WC, Sen R	A second sequence element located 3' to the NF-kappa B-binding site regulates IL-2 receptor-alpha gene induction.	J. Immunol.	143:12:4275-81	1989	2687377		J L Pomerantz, F Mauxion, M Yoshida, W C Greene, R Sen	J L Pomerantz	R Sen	Rosenstiel Center, Brandeis University, Waltham, MA 02254-9110.	NIGMS NIH HHS; GM 38925-02
Hammes SR, Dixon EP, Malim MH, Cullen BR, Greene WC	Nef protein of human immunodeficiency virus type 1: evidence against its role as a transcriptional inhibitor.	Proc. Natl. Acad. Sci. U.S.A.	86:23:9549-53	1989	2687884		S R Hammes, E P Dixon, M H Malim, B R Cullen, W C Greene	S R Hammes	W C Greene	Howard Hughes Medical Institute, Duke University Medical Center, Durham, NC 27710.	NA
Smith MR, Greene WC	The same 50-kDa cellular protein binds to the negative regulatory elements of the interleukin 2 receptor alpha-chain gene and the human immunodeficiency virus type 1 long terminal repeat.	Proc. Natl. Acad. Sci. U.S.A.	86:21:8526-30	1989	2813410		M R Smith, W C Greene	M R Smith	W C Greene	Howard Hughes Medical Institut, Department of Medicine, Duke University Medical Center, Durham, NC 27710.	NA
Rimsky L, Dodon MD, Dixon EP, Greene WC	Trans-dominant inactivation of HTLV-I and HIV-1 gene expression by mutation of the HTLV-I Rex transactivator.	Nature	341:6241:453-6	1989	2677743		L Rimsky, M D Dodon, E P Dixon, W C Greene	L Rimsky	W C Greene	Howard Hughes Medical Institute, Department of Medicine, Duke University Medical Center, Durham, North Carolina 27710.	NA
Hanly SM, Rimsky LT, Malim MH, Kim JH, Hauber J, Duc Dodon M, Le SY, Maizel JV, Cullen BR, Greene WC	Comparative analysis of the HTLV-I Rex and HIV-1 Rev trans-regulatory proteins and their RNA response elements.	Genes Dev.	3:10:1534-44	1989	2482226		S M Hanly, L T Rimsky, M H Malim, J H Kim, J Hauber, M Duc Dodon, S Y Le, J V Maizel, B R Cullen, W C Greene	S M Hanly	W C Greene	Howard Hughes Medical Institute, Duke University Medical Center, Durham, North Carolina 27710.	NA
Ballard DW, Böhnlein E, Hoffman JA, Bogerd HP, Dixon EP, Franza BR, Greene WC	Activation of the interleukin-2 receptor alpha gene: regulatory role for DNA-protein interactions flanking the kappa B enhancer.	New Biol.	1:1:83-92	1989	2518691		D W Ballard, E Böhnlein, J A Hoffman, H P Bogerd, E P Dixon, B R Franza, W C Greene	D W Ballard	W C Greene	Howard Hughes Medical Institute, Department of Medicine, Duke University Medical Center, Durham, North Carolina 27710.	NA
Cullen BR, Greene WC	Regulatory pathways governing HIV-1 replication.	Cell	58:3:423-6	1989	2569361		B R Cullen, W C Greene	B R Cullen	W C Greene	Howard Hughes Medical Institute, Department of Medicine, Duke University Medical Center, Durham, North Carolina 27710.	NA
Greene WC, Böhnlein E, Ballard DW	HIV-1, HTLV-1 and normal T-cell growth: transcriptional strategies and surprises.	Immunol. Today	10:8:272-8	1989	2679647		W C Greene, E Böhnlein, D W Ballard	W C Greene	D W Ballard		NA
Böhnlein E, Ballard DW, Bogerd H, Peffer NJ, Lowenthal JW, Greene WC	Induction of interleukin-2 receptor-alpha gene expression is regulated by post-translational activation of kappa B specific DNA binding proteins.	J. Biol. Chem.	264:15:8475-8	1989	2785992		E Böhnlein, D W Ballard, H Bogerd, N J Peffer, J W Lowenthal, W C Greene	E Böhnlein	W C Greene	Howard Hughes Medical Institute, Department of Medicine, Duke University Medical Center, Durham, North Carolina 27710.	NA
Lowenthal JW, Ballard DW, Bogerd H, Böhnlein E, Greene WC	Tumor necrosis factor-alpha activation of the IL-2 receptor-alpha gene involves the induction of kappa B-specific DNA binding proteins.	J. Immunol.	142:9:3121-8	1989	2785134		J W Lowenthal, D W Ballard, H Bogerd, E Böhnlein, W C Greene	J W Lowenthal	W C Greene	Howard Hughes Medical Institute, Department of Medicine, Durham, North Carolina 27710.	NA
Hoyos B, Ballard DW, Böhnlein E, Siekevitz M, Greene WC	Kappa B-specific DNA binding proteins: role in the regulation of human interleukin-2 gene expression.	Science	244:4903:457-60	1989	2497518		B Hoyos, D W Ballard, E Böhnlein, M Siekevitz, W C Greene	B Hoyos	W C Greene	Mount Sinai Medical Center, Department of Microbiology, New York, NY 10029.	PHS HHS; A127053-01
Lowenthal JW, Ballard DW, Böhnlein E, Greene WC	Tumor necrosis factor alpha induces proteins that bind specifically to kappa B-like enhancer elements and regulate interleukin 2 receptor alpha-chain gene expression in primary human T lymphocytes.	Proc. Natl. Acad. Sci. U.S.A.	86:7:2331-5	1989	2494663		J W Lowenthal, D W Ballard, E Böhnlein, W C Greene	J W Lowenthal	W C Greene	Howard Hughes Medical Institute, Department of Medicine, Duke University Medical Center, Durham, NC 27710.	NA
Böhnlein E, Siekevitz M, Ballard DW, Lowenthal JW, Rimsky L, Bogérd H, Hoffman J, Wano Y, Franza BR, Greene WC	Stimulation of the human immunodeficiency virus type 1 enhancer by the human T-cell leukemia virus type I tax gene product involves the action of inducible cellular proteins.	J. Virol.	63:4:1578-86	1989	2784507		E Böhnlein, M Siekevitz, D W Ballard, J W Lowenthal, L Rimsky, H Bogérd, J Hoffman, Y Wano, B R Franza, W C Greene	E Böhnlein	W C Greene	Department of Medicine, Duke University Medical Center, Durham, North Carolina 27710.	NA
Böhnlein E, Lowenthal JW, Wano Y, Franza BR, Ballard DW, Greene WC	HIV-1, HTLV-I and the interleukin-2 receptor: insights into transcriptional control.	Haematol Blood Transfus	32:393-401	1989	2625257		E Böhnlein, J W Lowenthal, Y Wano, B R Franza, D W Ballard, W C Greene	E Böhnlein	W C Greene	Sandoz Forschungsinstitut, Vienna, Austria.	NA
Wano Y, Feinberg M, Hosking JB, Bogerd H, Greene WC	Stable expression of the tax gene of type I human T-cell leukemia virus in human T cells activates specific cellular genes involved in growth.	Proc. Natl. Acad. Sci. U.S.A.	85:24:9733-7	1988	3059351		Y Wano, M Feinberg, J B Hosking, H Bogerd, W C Greene	Y Wano	W C Greene	Howard Hughes Medical Institute, Duke University Medical Center, Durham, NC 27710.	NA
Fung MR, Ju G, Greene WC	Co-internalization of the p55 and p70 subunits of the high-affinity human interleukin 2 receptor. Evidence for a stable ternary receptor complex.	J. Exp. Med.	168:5:1923-8	1988	3263468		M R Fung, G Ju, W C Greene	M R Fung	W C Greene	Howard Hughes Medical Institute, Duke University Medical Center, Durham, North Carolina 27710.	NA
Rimsky L, Hauber J, Dukovich M, Malim MH, Langlois A, Cullen BR, Greene WC	Functional replacement of the HIV-1 rev protein by the HTLV-1 rex protein.	Nature	335:6192:738-40	1988	3262832		L Rimsky, J Hauber, M Dukovich, M H Malim, A Langlois, B R Cullen, W C Greene	L Rimsky	W C Greene	Howard Hughes Medical Institute, Department of Medicine, Duke University Medical Center, Durham, North Carolina 27710.	NA
Collins L, Tsien WH, Seals C, Hakimi J, Weber D, Bailon P, Hoskings J, Greene WC, Toome V, Ju G	Identification of specific residues of human interleukin 2 that affect binding to the 70-kDa subunit (p70) of the interleukin 2 receptor.	Proc. Natl. Acad. Sci. U.S.A.	85:20:7709-13	1988	3051003		L Collins, W H Tsien, C Seals, J Hakimi, D Weber, P Bailon, J Hoskings, W C Greene, V Toome, G Ju	L Collins	G Ju	Department of Molecular Genetics, Hoffmann-La Roche Inc., Nutley, NJ 07110.	NA
Ballard DW, Böhnlein E, Lowenthal JW, Wano Y, Franza BR, Greene WC	HTLV-I tax induces cellular proteins that activate the kappa B element in the IL-2 receptor alpha gene.	Science	241:4873:1652-5	1988	2843985		D W Ballard, E Böhnlein, J W Lowenthal, Y Wano, B R Franza, W C Greene	D W Ballard	W C Greene	Howard Hughes Medical Institute, Duke University Medical Center, Durham, NC 27710.	NA
Froussard P, Chastagner P, Sommé G, Abadie A, Greene W, Thèze J, Longacre S	p55 IL-2 receptor mRNA precursors in murine T lymphocyte nuclei.	J. Immunol.	141:4:1358-64	1988	3135330		P Froussard, P Chastagner, G Sommé, A Abadie, W Greene, J Thèze, S Longacre	P Froussard	S Longacre	Unité d'Immunogénétique Cellulaire, Institut Pasteur, Paris, France.	NA
Böhnlein E, Lowenthal JW, Siekevitz M, Ballard DW, Franza BR, Greene WC	The same inducible nuclear proteins regulates mitogen activation of both the interleukin-2 receptor-alpha gene and type 1 HIV.	Cell	53:5:827-36	1988	2836068		E Böhnlein, J W Lowenthal, M Siekevitz, D W Ballard, B R Franza, W C Greene	E Böhnlein	W C Greene	Howard Hughes Medical Institute, Department of Medicine, Duke University Medical Center, Durham, North Carolina 27710.	NA
Lowenthal JW, Böhnlein E, Ballard DW, Greene WC	Regulation of interleukin 2 receptor alpha subunit (Tac or CD25 antigen) gene expression: binding of inducible nuclear proteins to discrete promoter sequences correlates with transcriptional activation.	Proc. Natl. Acad. Sci. U.S.A.	85:12:4468-72	1988	3132714		J W Lowenthal, E Böhnlein, D W Ballard, W C Greene	J W Lowenthal	W C Greene	Howard Hughes Medical Institute, Department of Medicine, Duke University Medical Center, Durham 27710.	NA
Cullen BR, Podlaski FJ, Peffer NJ, Hosking JB, Greene WC	Sequence requirements for ligand binding and cell surface expression of the Tac antigen, a human interleukin-2 receptor.	J. Biol. Chem.	263:10:4900-6	1988	2832410		B R Cullen, F J Podlaski, N J Peffer, J B Hosking, W C Greene	B R Cullen	W C Greene	Department of Molecular Genetics, Hoffmann-La Roche, Inc., Nutley, New Jersey 07110.	NA
Greene WC	Sarcoidosis and interleukin-2 receptors.	Am. Rev. Respir. Dis.	137:4:757-8	1988	2833139		W C Greene	W C Greene	W C Greene		NA
Zeitz M, Greene WC, Peffer NJ, James SP	Lymphocytes isolated from the intestinal lamina propria of normal nonhuman primates have increased expression of genes associated with T-cell activation.	Gastroenterology	94:3:647-55	1988	3123303		M Zeitz, W C Greene, N J Peffer, S P James	M Zeitz	S P James	Mucosal Immunity Section, National Institute of Allergy and Infectious Diseases, Bethesda, Maryland.	NA
Greene WC, Böhnlein E, Siekevitz M, Franza BR, Lowenthal J	The human interleukin-2 receptor. Recent studies of structure and regulation.	Ann. N. Y. Acad. Sci.	546:116-21	1988	3073691		W C Greene, E Böhnlein, M Siekevitz, B R Franza, J Lowenthal	W C Greene	J Lowenthal	Howard Hughes Medical Institute, Duke University Medical Center, Durham, North Carolina 27710.	NA
Kehrl JH, Dukovich M, Whalen G, Katz P, Fauci AS, Greene WC	Novel interleukin 2 (IL-2) receptor appears to mediate IL-2-induced activation of natural killer cells.	J. Clin. Invest.	81:1:200-5	1988	2826541		J H Kehrl, M Dukovich, G Whalen, P Katz, A S Fauci, W C Greene	J H Kehrl	W C Greene	Laboratory of Immunoregulation, National Institutes of Allergy and Infectious Diseases, Bethesda, Maryland 20892.	NIAID NIH HHS; AI24636
Greene WC, Wano YJ, Dukovich M	New insights into the structure of high-affinity interleukin-2 receptors.	Recent Prog. Horm. Res.	44:141-55	1988	3064206		W C Greene, Y J Wano, M Dukovich	W C Greene	M Dukovich		NA
Siekevitz M, Josephs SF, Dukovich M, Peffer N, Wong-Staal F, Greene WC	Activation of the HIV-1 LTR by T cell mitogens and the trans-activator protein of HTLV-I.	Science	238:4833:1575-8	1987	2825351		M Siekevitz, S F Josephs, M Dukovich, N Peffer, F Wong-Staal, W C Greene	M Siekevitz	W C Greene	Howard Hughes Medical Institute, Duke University School of Medicine, Durham, NC 27710.	NA
Rubin LA, Hoekzema GS, Nelson DL, Greene WC, Jay G	Reconstitution of a functional interleukin 2 receptor in a nonlymphoid cell.	J. Immunol.	139:7:2355-60	1987	2821112		L A Rubin, G S Hoekzema, D L Nelson, W C Greene, G Jay	L A Rubin	G Jay	Laboratory of Molecular Virology, National Cancer Institute, Bethesda, MD 20892.	NA
Lowenthal JW, Greene WC	Contrasting interleukin 2 binding properties of the alpha (p55) and beta (p70) protein subunits of the human high-affinity interleukin 2 receptor.	J. Exp. Med.	166:4:1156-61	1987	3116145		J W Lowenthal, W C Greene	J W Lowenthal	W C Greene	Howard Hughes Medical Institute, Department of Internal Medicine, Duke University School of Medicine, Durham, North Carolina 27710.	NA
Greene WC	The human interleukin-2 receptor: a molecular and biochemical analysis of structure and function.	Clin Res	35:5:439-50	1987	2889557		W C Greene	W C Greene	W C Greene		NA
Bich-Thuy LT, Dukovich M, Peffer NJ, Fauci AS, Kehrl JH, Greene WC	Direct activation of human resting T cells by IL 2: the role of an IL 2 receptor distinct from the Tac protein.	J. Immunol.	139:5:1550-6	1987	3040856		L T Bich-Thuy, M Dukovich, N J Peffer, A S Fauci, J H Kehrl, W C Greene	L T Bich-Thuy	W C Greene		NA
Wano Y, Hattori T, Matsuoka M, Takatsuki K, Chua AO, Gubler U, Greene WC	Interleukin 1 gene expression in adult T cell leukemia.	J. Clin. Invest.	80:3:911-6	1987	2887587		Y Wano, T Hattori, M Matsuoka, K Takatsuki, A O Chua, U Gubler, W C Greene	Y Wano	W C Greene		NA
Siekevitz M, Feinberg MB, Holbrook N, Wong-Staal F, Greene WC	Activation of interleukin 2 and interleukin 2 receptor (Tac) promoter expression by the trans-activator (tat) gene product of human T-cell leukemia virus, type I.	Proc. Natl. Acad. Sci. U.S.A.	84:15:5389-93	1987	3037548		M Siekevitz, M B Feinberg, N Holbrook, F Wong-Staal, W C Greene	M Siekevitz	W C Greene		NA
Dukovich M, Wano Y, Le thi Bich Thuy P, Katz BR, Cullen JH, Kehrl WC	A second human interleukin-2 binding protein that may be a component of high-affinity interleukin-2 receptors.	Nature	327:6122:518-22		3108674		M Dukovich, Y Wano, P Le thi Bich Thuy, B R Katz, J H Cullen, W C Kehrl	M Dukovich	 Greene		NA
Holter W, Goldman CK, Casabo L, Nelson DL, Greene WC, Waldmann TA	Expression of functional IL 2 receptors by lipopolysaccharide and interferon-gamma stimulated human monocytes.	J. Immunol.	138:9:2917-22	1987	3106493		W Holter, C K Goldman, L Casabo, D L Nelson, W C Greene, T A Waldmann	W Holter	T A Waldmann		NA
Robb RJ, Greene WC	Internalization of interleukin 2 is mediated by the beta chain of the high-affinity interleukin 2 receptor.	J. Exp. Med.	165:4:1201-6	1987	3031195		R J Robb, W C Greene	R J Robb	W C Greene		NA
Robb RJ, Rusk CM, Yodoi J, Greene WC	Interleukin 2 binding molecule distinct from the Tac protein: analysis of its role in formation of high-affinity receptors.	Proc. Natl. Acad. Sci. U.S.A.	84:7:2002-6	1987	3031660		R J Robb, C M Rusk, J Yodoi, W C Greene	R J Robb	W C Greene		NA
Wano Y, Cullen BR, Svetlik PA, Peffer NJ, Greene WC	Reconstitution of high affinity IL-2 receptor expression in a human T-cell line using a retroviral cDNA expression vector.	Mol. Biol. Med.	4:2:95-109	1987	3114593		Y Wano, B R Cullen, P A Svetlik, N J Peffer, W C Greene	Y Wano	W C Greene		NA
Bernard O, Fazekas de St Groth B, Ullrich A, Green W, Schlessinger J	High-affinity interleukin 2 binding by an oncogenic hybrid interleukin 2-epidermal growth factor receptor molecule.	Proc. Natl. Acad. Sci. U.S.A.	84:8:2125-9	1987	3104909		O Bernard, B Fazekas de St Groth, A Ullrich, W Green, J Schlessinger	O Bernard	J Schlessinger		NA
Greene WC, Leonard WJ, Wano Y, Svetlik PB, Peffer NJ, Sodroski JG, Rosen CA, Goh WC, Haseltine WA	Trans-activator gene of HTLV-II: interpretation.	Science	235:4792:1073	1987	3029865		W C Greene, W J Leonard, Y Wano, P B Svetlik, N J Peffer, J G Sodroski, C A Rosen, W C Goh, W A Haseltine	W C Greene	W A Haseltine		NA
Greene WC, Leonard WJ	Human interleukin 2 receptor (Tac antigen).	Meth. Enzymol.	150:682-700	1987	3123879		W C Greene, W J Leonard	W C Greene	W J Leonard		NA
Greene WC	An overview of the human interleukin-2 receptor: molecular, biochemical, and functional properties.	Cancer Invest.	5:4:369-76	1987	2889515		W C Greene	W C Greene	W C Greene	Howard Hughes Medical Institute, Duke University School of Medicine, Durham, North Carolina 27710.	NA
Chanda PK, Chen GF, Baine Y, Leonard WJ, Greene WC, Chang TW, Chang NT	Expression of human interleukin-2 receptor cDNA in E. coli.	Biochem. Biophys. Res. Commun.	141:2:804-11	1986	3026392		P K Chanda, G F Chen, Y Baine, W J Leonard, W C Greene, T W Chang, N T Chang	P K Chanda	N T Chang		NA
Neckers LM, Bauer S, McGlennen RC, Trepel JB, Rao K, Greene WC	Diltiazem inhibits transferrin receptor expression and causes G1 arrest in normal and neoplastic T cells.	Mol. Cell. Biol.	6:12:4244-50	1986	2432398		L M Neckers, S Bauer, R C McGlennen, J B Trepel, K Rao, W C Greene	L M Neckers	W C Greene		NA
Greene WC	Characterization of the human interleukin 2 receptor at the DNA, RNA, and protein level.	Immunobiology	172:3-5:357-64	1986	3100432		W C Greene	W C Greene	W C Greene		NA
Greene WC, Depper JM, Krönke M, Leonard WJ	The human interleukin-2 receptor: analysis of structure and function.	Immunol. Rev.	92:29-48	1986	3091481		W C Greene, J M Depper, M Krönke, W J Leonard	W C Greene	W J Leonard		NA
Krönke M, Schlick E, Waldmann TA, Vitetta ES, Greene WC	Selective killing of human T-lymphotropic virus-I infected leukemic T-cells by monoclonal anti-interleukin 2 receptor antibody-ricin A chain conjugates: potentiation by ammonium chloride and monensin.	Cancer Res.	46:7:3295-8	1986	3011246		M Krönke, E Schlick, T A Waldmann, E S Vitetta, W C Greene	M Krönke	W C Greene		NA
Treiger BF, Leonard WJ, Svetlik P, Rubin LA, Nelson DL, Greene WC	A secreted form of the human interleukin 2 receptor encoded by an "anchor minus" cDNA.	J. Immunol.	136:11:4099-105	1986	3084654		B F Treiger, W J Leonard, P Svetlik, L A Rubin, D L Nelson, W C Greene	B F Treiger	W C Greene		NA
Greene WC, Leonard WJ, Wano Y, Svetlik PB, Peffer NJ, Sodroski JG, Rosen CA, Goh WC, Haseltine WA	Trans-activator gene of HTLV-II induces IL-2 receptor and IL-2 cellular gene expression.	Science	232:4752:877-80	1986	3010456		W C Greene, W J Leonard, Y Wano, P B Svetlik, N J Peffer, J G Sodroski, C A Rosen, W C Goh, W A Haseltine	W C Greene	W A Haseltine		NCI NIH HHS; CA40658
Weissman AM, Harford JB, Svetlik PB, Leonard WL, Depper JM, Waldmann TA, Greene WC, Klausner RD	Only high-affinity receptors for interleukin 2 mediate internalization of ligand.	Proc. Natl. Acad. Sci. U.S.A.	83:5:1463-6	1986	3081898		A M Weissman, J B Harford, P B Svetlik, W L Leonard, J M Depper, T A Waldmann, W C Greene, R D Klausner	A M Weissman	R D Klausner		NA
Greene WC, Leonard WJ	The human interleukin-2 receptor.	Annu. Rev. Immunol.	4:69-95	1986	3011033		W C Greene, W J Leonard	W C Greene	W J Leonard		NA
Greene WC, Leonard WJ, Depper JM	Growth of human T lymphocytes: an analysis of interleukin 2 and its cellular receptor.	Prog Hematol	14:283-301	1986	2418464		W C Greene, W J Leonard, J M Depper	W C Greene	J M Depper		NA
Waldmann TA, Korsmeyer SJ, Greene WC	The arrangement of immunoglobulin, T cell antigen receptor, and interleukin 2 receptor genes in human lymphoid neoplasms.	Symp Fundam Cancer Res	38:63-78	1986	3489263		T A Waldmann, S J Korsmeyer, W C Greene	T A Waldmann	W C Greene		NA
Greene WC, Depper JM, Krönke M, Leonard WJ	The human interleukin-2 receptor: role in normal T-cell growth and association with HTLV-I-induced T-cell leukemia.	Cold Spring Harb. Symp. Quant. Biol.	51 Pt 2:731-7	1986	2884072		W C Greene, J M Depper, M Krönke, W J Leonard	W C Greene	W J Leonard		NA
Leonard WJ, Depper JM, Kanehisa M, Krönke M, Peffer NJ, Svetlik PB, Sullivan M, Greene WC	Structure of the human interleukin-2 receptor gene.	Science	230:4726:633-9	1985	2996141		W J Leonard, J M Depper, M Kanehisa, M Krönke, N J Peffer, P B Svetlik, M Sullivan, W C Greene	W J Leonard	W C Greene		NA
Reed JC, Greene WC, Hoover RG, Nowell PC	Monoclonal antibody OKT11A inhibits and recombinant interleukin 2 (IL 2) augments expression of IL 2 receptors at a pretranslational level.	J. Immunol.	135:4:2478-82	1985	3928749		J C Reed, W C Greene, R G Hoover, P C Nowell	J C Reed	P C Nowell		NCI NIH HHS; CA-36403
Waldmann TA, Longo DL, Leonard WJ, Depper JM, Thompson CB, Krönke M, Goldman CK, Sharrow S, Bongiovanni K, Greene WC	Interleukin 2 receptor (Tac antigen) expression in HTLV-I-associated adult T-cell leukemia.	Cancer Res.	45:9 Suppl:4559s-4562s	1985	2990687		T A Waldmann, D L Longo, W J Leonard, J M Depper, C B Thompson, M Krönke, C K Goldman, S Sharrow, K Bongiovanni, W C Greene	T A Waldmann	W C Greene		NA
Greene WC, Depper JM, Crabtree GR, Rudikoff S, Pumphrey J, Robb RJ, Krönke M, Svetlik P, Peffer NJ, Waldmann TA	Isolation and expression of complementary DNAs encoding the human interleukin 2 receptor.	Cancer Res.	45:9 Suppl:4563s-4567s	1985	2990688		W C Greene, J M Depper, G R Crabtree, S Rudikoff, J Pumphrey, R J Robb, M Krönke, P Svetlik, N J Peffer, T A Waldmann	W C Greene	T A Waldmann		NA
Leonard WJ, Krönke M, Peffer NJ, Depper JM, Greene WC	Interleukin 2 receptor gene expression in normal human T lymphocytes.	Proc. Natl. Acad. Sci. U.S.A.	82:18:6281-5	1985	3929255		W J Leonard, M Krönke, N J Peffer, J M Depper, W C Greene	W J Leonard	W C Greene		NA
Lane HC, Depper JM, Greene WC, Whalen G, Waldmann TA, Fauci AS	Qualitative analysis of immune function in patients with the acquired immunodeficiency syndrome. Evidence for a selective defect in soluble antigen recognition.	N. Engl. J. Med.	313:2:79-84	1985	2582258		H C Lane, J M Depper, W C Greene, G Whalen, T A Waldmann, A S Fauci	H C Lane	A S Fauci		NA
Greene WC, Robb RJ, Svetlik PB, Rusk CM, Depper JM, Leonard WJ	Stable expression of cDNA encoding the human interleukin 2 receptor in eukaryotic cells.	J. Exp. Med.	162:1:363-8	1985	2989411		W C Greene, R J Robb, P B Svetlik, C M Rusk, J M Depper, W J Leonard	W C Greene	W J Leonard		NA
Leonard WJ, Donlon TA, Lebo RV, Greene WC	Localization of the gene encoding the human interleukin-2 receptor on chromosome 10.	Science	228:4707:1547-9	1985	3925551		W J Leonard, T A Donlon, R V Lebo, W C Greene	W J Leonard	W C Greene		NA
Krönke M, Leonard WJ, Depper JM, Greene WC	Deregulation of interleukin-2 receptor gene expression in HTLV-I-induced adult T-cell leukemia.	Science	228:4704:1215-7	1985	2988127		M Krönke, W J Leonard, J M Depper, W C Greene	M Krönke	W C Greene		NA
Depper JM, Leonard WJ, Drogula C, Krönke M, Waldmann TA, Greene WC	Interleukin 2 (IL-2) augments transcription of the IL-2 receptor gene.	Proc. Natl. Acad. Sci. U.S.A.	82:12:4230-4	1985	2987968		J M Depper, W J Leonard, C Drogula, M Krönke, T A Waldmann, W C Greene	J M Depper	W C Greene		NA
Miller J, Malek TR, Leonard WJ, Greene WC, Shevach EM, Germain RN	Nucleotide sequence and expression of a mouse interleukin 2 receptor cDNA.	J. Immunol.	134:6:4212-7	1985	3921620		J Miller, T R Malek, W J Leonard, W C Greene, E M Shevach, R N Germain	J Miller	R N Germain		NA
Krönke M, Leonard WJ, Depper JM, Greene WC	Sequential expression of genes involved in human T lymphocyte growth and differentiation.	J. Exp. Med.	161:6:1593-8	1985	2989408		M Krönke, W J Leonard, J M Depper, W C Greene	M Krönke	W C Greene		NA
Krönke M, Depper JM, Leonard WJ, Vitetta ES, Waldmann TA, Greene WC	Adult T cell leukemia: a potential target for ricin A chain immunotoxins.	Blood	65:6:1416-21	1985	2986744		M Krönke, J M Depper, W J Leonard, E S Vitetta, T A Waldmann, W C Greene	M Krönke	W C Greene		NCI NIH HHS; CA-28149
Leonard WJ, Depper JM, Krönke M, Robb RJ, Waldmann TA, Greene WC	The human receptor for T-cell growth factor. Evidence for variable post-translational processing, phosphorylation, sulfation, and the ability of precursor forms of the receptor to bind T-cell growth factor.	J. Biol. Chem.	260:3:1872-80	1985	2981876		W J Leonard, J M Depper, M Krönke, R J Robb, T A Waldmann, W C Greene	W J Leonard	W C Greene		NA
Greene WC, Robb RJ	Receptors for T-cell growth factor: structure, function and expression on normal and neoplastic cells.	Contemp Top Mol Immunol	10:1-34	1985	2983931		W C Greene, R J Robb	W C Greene	R J Robb		NA
Greene WC, Depper JM, Crabtree GR, Rudikoff S, Pumphrey J, Robb RJ, Krönke M, Svetlik P, Peffer NJ, Waldmann TA	Molecular cloning of cDNA for the human interleukin-2 receptor.	Haematol Blood Transfus	29:388-95	1985	2993133		W C Greene, J M Depper, G R Crabtree, S Rudikoff, J Pumphrey, R J Robb, M Krönke, P Svetlik, N J Peffer, T A Waldmann	W C Greene	T A Waldmann		NA
Greene WC, Depper JM, Krönke M, Leonard WJ	The human interleukin-2 receptor.	J. Cell Sci. Suppl.	3:97-106	1985	3938983		W C Greene, J M Depper, M Krönke, W J Leonard	W C Greene	W J Leonard		NA
Reed JC, Robb RJ, Greene WC, Nowell PC	Effect of wheat germ agglutinin on the interleukin pathway of human T lymphocyte activation.	J. Immunol.	134:1:314-23	1985	3917278		J C Reed, R J Robb, W C Greene, P C Nowell	J C Reed	P C Nowell		NCI NIH HHS; CA-12779
