Authors	Title	Journal	Vol:Issue:Page	Year	Pubmed_Id	Citation_Number	Authors_Full_Name	First_Author	LastAuthor	Affiliations	Grants
Phillips DR, Charo IF, Scarborough RM	GPIIb-IIIa: the responsive integrin.	Cell	65:3:359-62	1991	2018971	474	D R Phillips, I F Charo, R M Scarborough	D R Phillips	R M Scarborough	COR Therapeutics, Inc., South San Francisco, California 94080.	NA
Charo IF, Nannizzi L, Phillips DR, Hsu MA, Scarborough RM	Inhibition of fibrinogen binding to GP IIb-IIIa by a GP IIIa peptide.	J. Biol. Chem.	266:3:1415-21	1991	1703149	199	I F Charo, L Nannizzi, D R Phillips, M A Hsu, R M Scarborough	I F Charo	R M Scarborough	COR Therapeutics Inc., South San Francisco, California 94080.	NA
Charo IF, Nannizzi L, Smith JW, Cheresh DA	The vitronectin receptor alpha v beta 3 binds fibronectin and acts in concert with alpha 5 beta 1 in promoting cellular attachment and spreading on fibronectin.	J. Cell Biol.	111:6 Pt 1:2795-800	1990	1703545	222	I F Charo, L Nannizzi, J W Smith, D A Cheresh	I F Charo	D A Cheresh	COR Therapeutics, Inc., South San Francisco, California 94080.	NA
Brown DL, Phillips DR, Damsky CH, Charo IF	Synthesis and expression of the fibroblast fibronectin receptor in human monocytes.	J. Clin. Invest.	84:1:366-70	1989	2472429	71	D L Brown, D R Phillips, C H Damsky, I F Charo	D L Brown	I F Charo	Gladstone Foundation Laboratories for Cardiovascular Disease, University of California, San Francisco 94140-0608.	NHLBI NIH HHS; HL-01751
Phillips DR, Charo IF, Parise LV, Fitzgerald LA	The platelet membrane glycoprotein IIb-IIIa complex.	Blood	71:4:831-43	1988	2833328	1027	D R Phillips, I F Charo, L V Parise, L A Fitzgerald	D R Phillips	L A Fitzgerald	Gladstone Foundation Laboratories, University of California, San Francisco 94140.	NHLBI NIH HHS; HL32254
Charo IF, Bekeart LS, Phillips DR	Platelet glycoprotein IIb-IIIa-like proteins mediate endothelial cell attachment to adhesive proteins and the extracellular matrix.	J. Biol. Chem.	262:21:9935-8	1987	2440865	171	I F Charo, L S Bekeart, D R Phillips	I F Charo	D R Phillips		NHLBI NIH HHS; HL 28947
Phillips DR, Fitzgerald LA, Charo IF, Parise LV	The platelet membrane glycoprotein IIb/IIIa complex. Structure, function, and relationship to adhesive protein receptors in nucleated cells.	Ann. N. Y. Acad. Sci.	509:177-87	1987	2827553	18	D R Phillips, L A Fitzgerald, I F Charo, L V Parise	D R Phillips	L V Parise	Gladstone Foundation Laboratories for Cardiovascular Disease, Department of Pathology, University of California, San Francisco 94140-0608.	NHLBI NIH HHS; HL 38405
Charo IF, Fitzgerald LA, Steiner B, Rall SC, Bekeart LS, Phillips DR	Platelet glycoproteins IIb and IIIa: evidence for a family of immunologically and structurally related glycoproteins in mammalian cells.	Proc. Natl. Acad. Sci. U.S.A.	83:21:8351-5	1986	3534886		I F Charo, L A Fitzgerald, B Steiner, S C Rall, L S Bekeart, D R Phillips	I F Charo	D R Phillips		NHLBI NIH HHS; HL32254
Charo IF, Yuen C, Perez HD, Goldstein IM	Chemotactic peptides modulate adherence of human polymorphonuclear leukocytes to monolayers of cultured endothelial cells.	J. Immunol.	136:9:3412-9	1986	3514759	70	I F Charo, C Yuen, H D Perez, I M Goldstein	I F Charo	I M Goldstein		NHLBI NIH HHS; HL-28475
Fitzgerald LA, Charo IF, Phillips DR	Human and bovine endothelial cells synthesize membrane proteins similar to human platelet glycoproteins IIb and IIIa.	J. Biol. Chem.	260:20:10893-6	1985	3161885	134	L A Fitzgerald, I F Charo, D R Phillips	L A Fitzgerald	D R Phillips		NHLBI NIH HHS; HL32254
Charo IF, Yuen C, Goldstein IM	Adherence of human polymorphonuclear leukocytes to endothelial monolayers: effects of temperature, divalent cations, and chemotactic factors on the strength of adherence measured with a new centrifugation assay.	Blood	65:2:473-9	1985	3967088	46	I F Charo, C Yuen, I M Goldstein	I F Charo	I M Goldstein		NHLBI NIH HHS; HL-28475
Charo IF, Shak S, Karasek MA, Davison PM, Goldstein IM	Prostaglandin I2 is not a major metabolite of arachidonic acid in cultured endothelial cells from human foreskin microvessels.	J. Clin. Invest.	74:3:914-9	1984	6432852	140	I F Charo, S Shak, M A Karasek, P M Davison, I M Goldstein	I F Charo	I M Goldstein		NHLBI NIH HHS; HL-28475
Detwiler TC, Charo IF, Feinman RD	Evidence that calcium regulates platelet function.	Thromb. Haemost.	40:2:207-11	1978	366791	142	T C Detwiler, I F Charo, R D Feinman	T C Detwiler	R D Feinman		NA
Charo IF, Feinman RD, Detwiler TC	Interrelations of platelet aggregation and secretion.	J. Clin. Invest.	60:4:866-73	1977	330568	369	I F Charo, R D Feinman, T C Detwiler	I F Charo	T C Detwiler		NA
Charo IF, Feinman RD, Detwiler TC, Smith JB, Ingerman CM, Silver MJ	Prostaglandin endoperoxides and thromboxane A2 can induce platelet aggregation in the absence of secretion.	Nature	269:5623:66-9	1977	895887	110	I F Charo, R D Feinman, T C Detwiler, J B Smith, C M Ingerman, M J Silver	I F Charo	M J Silver		NA
Feinman RD, Lubowsky J, Charo I, Zabinski MP	The lumi-aggregometer: a new instrument for simultaneous measurement of secretion and aggregation by platelets.	J. Lab. Clin. Med.	90:1:125-9	1977	874364	226	R D Feinman, J Lubowsky, I Charo, M P Zabinski	R D Feinman	M P Zabinski		NA
Charo IF, Feinman RD, Detwiler TC	Inhibition of platelet secretion by an antagonist of intracellular calcium.	Biochem. Biophys. Res. Commun.	72:4:1462-7	1976	793588	188	I F Charo, R D Feinman, T C Detwiler	I F Charo	T C Detwiler		NA
Can AS, Yildiz EA, Samur G, Rakicioğlu N, Pekcan G, Ozbayrakçi S, Palaoğlu KE, Gönen M, Bersot TP	Optimal waist:height ratio cut-off point for cardiometabolic risk factors in Turkish adults.	Public Health Nutr	13:4:488-95	2010	19781128	1	Ahmet Selçuk Can, Emine Akal Yildiz, Gülhan Samur, Neslişah Rakicioğlu, Gülden Pekcan, Sinan Ozbayrakçi, K Erhan Palaoğlu, Mithat Gönen, Thomas P Bersot	Ahmet Selçuk Can	Thomas P Bersot	Division of Endocrinology and Metabolism, Department of Medicine, Private Gayrettepe Florence Nightingale Hospital, Istanbul, Turkey. selcukcan@endokrinoloji.com	NA
Ling H, Waterworth DM, Stirnadel HA, Pollin TI, Barter PJ, Kesäniemi YA, Mahley RW, McPherson R, Waeber G, Bersot TP, Cohen JC, Grundy SM, Mooser VE, Mitchell BD	Genome-wide linkage and association analyses to identify genes influencing adiponectin levels: the GEMS Study.	Obesity (Silver Spring)	17:4:737-44	2009	19165155	47	Hua Ling, Dawn M Waterworth, Heide A Stirnadel, Toni I Pollin, Philip J Barter, Y Antero Kesäniemi, Robert W Mahley, Ruth McPherson, Gérard Waeber, Thomas P Bersot, Jonathan C Cohen, Scott M Grundy, Vincent E Mooser, Braxton D Mitchell	Hua Ling	Braxton D Mitchell	Department of Epidemiology and Preventive Medicine, University of Maryland, Baltimore, Maryland, USA.	NA
Can AS, Ozbayrakçi S, Palaoğlu KE, Bersot TP	Comparison between Turkish Cardiovascular Risk Platform and United States National Cholesterol Education Program Adult Treatment Panel III definitions of the metabolic syndrome in Turkish adults.	J Cardiometab Syndr	4:1:26-32	2009	19245513		Ahmet Selçuk Can, Sinan Ozbayrakçi, K Erhan Palaoğlu, Thomas P Bersot	Ahmet Selçuk Can	Thomas P Bersot	From the Department of Medicine, Faculty of Medicine, Istanbul Science University, Istanbul, Turkey.	NA
Can AS, Bersot TP, Gönen M, Pekcan G, Rakıcıoğlu N, Samur G, Yıldız EA	Anthropometric indices and their relationship with cardiometabolic risk factors in a sample of Turkish adults.	Public Health Nutr	12:4:538-46	2009	18489811	18	Ahmet Selcuk Can, Thomas P Bersot, Mithat Gönen, Gülden Pekcan, Neslişah Rakıcıoğlu, Gülhan Samur, Emine Akal Yıldız	Ahmet Selcuk Can	Emine Akal Yıldız	Department of Medicine, Istanbul Science University, Faculty of Medicine, Sişli, Istanbul, Turkey. selcukcan@endokrinoloji.com	NA
Can AS, Bersot TP	Analysis of agreement among definitions of metabolic syndrome in nondiabetic Turkish adults: a methodological study.	BMC Public Health	7:353	2007	18088443	14	Ahmet Selcuk Can, Thomas P Bersot	Ahmet Selcuk Can	Thomas P Bersot	Department of Medicine, Istanbul Science University, Faculty of Medicine, Esentepe, Sisli, Istanbul, Turkey. selcukcan@endokrinoloji.com	NA
Stirnadel H, Lin X, Ling H, Song K, Barter P, Kesäniemi YA, Mahley R, McPherson R, Waeber G, Bersot T, Cohen J, Grundy S, Mitchell B, Mooser V, Waterworth D	Genetic and phenotypic architecture of metabolic syndrome-associated components in dyslipidemic and normolipidemic subjects: the GEMS Study.	Atherosclerosis	197:2:868-76	2008	17888929		Heide Stirnadel, Xiwu Lin, Hua Ling, Kijoung Song, Philip Barter, Y Antero Kesäniemi, Robert Mahley, Ruth McPherson, Gérard Waeber, Thomas Bersot, Jonathan Cohen, Scott Grundy, Braxton Mitchell, Vincent Mooser, Dawn Waterworth	Heide Stirnadel	Dawn Waterworth	World Wide Epidemiology, GlaxoSmithKline, Harlow, UK.	NA
Barter P, McPherson YR, Song K, Kesäniemi YA, Mahley R, Waeber G, Bersot T, Mooser V, Waterworth D, Grundy SM	Serum insulin and inflammatory markers in overweight individuals with and without dyslipidemia.	J. Clin. Endocrinol. Metab.	92:6:2041-5	2007	17389699	14	Philip Barter, Y Ruth McPherson, Kijoung Song, Y Antero Kesäniemi, Robert Mahley, Gérard Waeber, Thomas Bersot, Vincent Mooser, Dawn Waterworth, Scott M Grundy	Philip Barter	Scott M Grundy	The Heart Research Institute, Camperdown, New South Wales, Australia. barterp@hri.org.au	NA
Bersot T, Haffner S, Harris WS, Kellick KA, Morris CM	Hypertriglyceridemia: management of atherogenic dyslipidemia.	J Fam Pract	55:7:S1-8	2006	16822443	11	Thomas Bersot, Steven Haffner, William S Harris, Kenneth A Kellick, Charlene M Morris	Thomas Bersot	Charlene M Morris	Gladstone Institute of Cardiovascular Disease, School of Medicine, University of California-San Francisco, San Francisco, CA, USA.	NA
Mahley RW, Bersot TP	High density lipoprotein cholesterol in coronary artery patients: is it as low as expected?	Anadolu Kardiyol Derg	6:1:94-6; author reply 96	2006	16524816		Robert W Mahley, Thomas P Bersot	Robert W Mahley	Thomas P Bersot		NA
Mahley RW, Can S, Ozbayrakçi S, Bersot TP, Tanir S, Palaoğlu KE, Pépin GM	Modulation of high-density lipoproteins in a population in istanbul, Turkey, with low levels of high-density lipoproteins.	Am. J. Cardiol.	96:4:547-55	2005	16098310	12	Robert W Mahley, Selçuk Can, Sinan Ozbayrakçi, Thomas P Bersot, Sibel Tanir, K Erhan Palaoğlu, Guy M Pépin	Robert W Mahley	Guy M Pépin	Gladstone Institute of Cardiovascular Disease, San Francisco, California. rmahley@gladstone.ucsf.edu	NHLBI NIH HHS; HL71027
Yu Y, Wyszynski DF, Waterworth DM, Wilton SD, Barter PJ, Kesäniemi YA, Mahley RW, McPherson R, Waeber G, Bersot TP, Ma Q, Sharma SS, Montgomery DS, Middleton LT, Sundseth SS, Mooser V, Grundy SM, Farrer LA	Multiple QTLs influencing triglyceride and HDL and total cholesterol levels identified in families with atherogenic dyslipidemia.	J. Lipid Res.	46:10:2202-13	2005	16061952	28	Yi Yu, Diego F Wyszynski, Dawn M Waterworth, Steven D Wilton, Philip J Barter, Y Antero Kesäniemi, Robert W Mahley, Ruth McPherson, Gérard Waeber, Thomas P Bersot, Qianli Ma, Sanjay S Sharma, Douglas S Montgomery, Lefkos T Middleton, Scott S Sundseth, Vincent Mooser, Scott M Grundy, Lindsay A Farrer	Yi Yu	Lindsay A Farrer	Department of Medicine (Genetics Program), Boston University School of Medicine, Boston, MA, USA.	NA
Wyszynski DF, Waterworth DM, Barter PJ, Cohen J, Kesäniemi YA, Mahley RW, McPherson R, Waeber G, Bersot TP, Sharma SS, Nolan V, Middleton LT, Sundseth SS, Farrer LA, Mooser V, Grundy SM	Relation between atherogenic dyslipidemia and the Adult Treatment Program-III definition of metabolic syndrome (Genetic Epidemiology of Metabolic Syndrome Project).	Am. J. Cardiol.	95:2:194-8	2005	15642551	31	Diego F Wyszynski, Dawn M Waterworth, Philip J Barter, Jonathan Cohen, Y Antero Kesäniemi, Robert W Mahley, Ruth McPherson, Gérard Waeber, Thomas P Bersot, Sanjay S Sharma, Vikki Nolan, Lefkos T Middleton, Scott S Sundseth, Lindsay A Farrer, Vincent Mooser, Scott M Grundy	Diego F Wyszynski	Scott M Grundy	Department of Medicine (Genetics Program), Boston University School of Medicine, Boston, MA, USA.	NA
Bersot TP, Pépin GM, Mahley RW	Risk determination of dyslipidemia in populations characterized by low levels of high-density lipoprotein cholesterol.	Am. Heart J.	146:6:1052-9	2003	14660998	16	Thomas P Bersot, Guy M Pépin, Robert W Mahley	Thomas P Bersot	Robert W Mahley	Gladstone Institute, American Hospital, Istanbul, Turkey. tbersot@gladstone.ucsf.edu	NA
Raffaï RL, McPherson R, Weisgraber KH, Innerarity TL, Rassart E, Bersot TP, Milne RW	Antibody phenotyping test for the human apolipoprotein E2 isoform.	Clin. Chem.	49:9:1524-6	2003	12928236	000184896200017	Robert L Raffaï, Ruth McPherson, Karl H Weisgraber, Thomas L Innerarity, Eric Rassart, Thomas P Bersot, Ross W Milne	Robert L Raffaï	Ross W Milne	The Gladstone Institute of Cardiovascular Disease, Cardiovascular Research Institute, University of California, San Francisco, CA 94141-9100, USA. rrafai@gladstone.ucsf.edu	NHLBI NIH HHS; HL 41633
Bersot TP, Palaoğlu KE, Mahley RW	Managing dyslipidemia in Turkey: suggested guidelines for a population characterized by low levels of high density lipoprotein cholesterol.	Anadolu Kardiyol Derg	2:4:315-22	2002	12460830		Thomas P Bersot, K Erhan Palaoğlu, Robert W Mahley	Thomas P Bersot	Robert W Mahley	Gladstone Institute, Koç American Hospital, Istanbul, Turkey, and Gladstone Institute of Cardiovascular Disease, University of California, San Francisco, California, USA. tbersot@gladstone.ucsf.edu	NA
Shohet RV, Vega GL, Bersot TP, Mahley RW, Grundy SM, Guerra R, Cohen JC	Sources of variability in genetic association studies: insights from the analysis of hepatic lipase (LIPC).	Hum. Mutat.	19:5:536-42	2002	11968086	16	Ralph V Shohet, Gloria L Vega, Thomas P Bersot, Robert W Mahley, Scott M Grundy, Rudy Guerra, Jonathan C Cohen	Ralph V Shohet	Jonathan C Cohen	Internal Medicine, University of Texas Southwestern Medical Center at Dallas, Dallas, Texas, USA.	NCRR NIH HHS; M-01-RR-00633
Mahley RW, Arslan P, Pekcan G, Pépin GM, Ağaçdiken A, Karaağoğlu N, Rakicioğlu N, Nursal B, Dayanikli P, Palaoğlu KE, Bersot TP	Plasma lipids in Turkish children: impact of puberty, socioeconomic status, and nutrition on plasma cholesterol and HDL.	J. Lipid Res.	42:12:1996-2006	2001	11734572	23	R W Mahley, P Arslan, G Pekcan, G M Pépin, A Ağaçdiken, N Karaağoğlu, N Rakicioğlu, B Nursal, P Dayanikli, K E Palaoğlu, T P Bersot	R W Mahley	T P Bersot	Gladstone Institute of Cardiovascular Disease and Department of Medicine, University of California, San Francisco, CA 94141-9100, USA.	NA
Mahley RW, Pépin J, Palaoğlu KE, Malloy MJ, Kane JP, Bersot TP	Low levels of high density lipoproteins in Turks, a population with elevated hepatic lipase. High density lipoprotein characterization and gender-specific effects of apolipoprotein e genotype.	J. Lipid Res.	41:8:1290-301	2000	10946017	46	R W Mahley, J Pépin, K E Palaoğlu, M J Malloy, J P Kane, T P Bersot	R W Mahley	T P Bersot	Gladstone Institute of Cardiovascular Disease, University of California, San Francisco, CA 94141, USA.	NHLBI NIH HHS; HL31210
Bersot TP, Vega GL, Grundy SM, Palaoglu KE, Atagündüz P, Ozbayrakçi S, Gökdemir O, Mahley RW	Elevated hepatic lipase activity and low levels of high density lipoprotein in a normotriglyceridemic, nonobese Turkish population.	J. Lipid Res.	40:3:432-8	1999	10064731	43	T P Bersot, G L Vega, S M Grundy, K E Palaoglu, P Atagündüz, S Ozbayrakçi, O Gökdemir, R W Mahley	T P Bersot	R W Mahley	Gladstone Institute of Cardiovascular Disease, University of California, San Francisco, CA 94141-9100, USA.	NCRR NIH HHS; MO1-RR-00633
Vega GL, Gao J, Bersot TP, Mahley RW, Verstraete R, Grundy SM, White A, Cohen JC	The -514 polymorphism in the hepatic lipase gene (LIPC) does not influence androgen-mediated stimulation of hepatic lipase activity.	J. Lipid Res.	39:7:1520-4	1998	9684756	21	G L Vega, J Gao, T P Bersot, R W Mahley, R Verstraete, S M Grundy, A White, J C Cohen	G L Vega	J C Cohen	The Center for Human Nutrition, Department of Clinical Nutrition, University of Texas Southwestern Medical Center at Dallas, 75235, USA.	NCRR NIH HHS; M-01-RR-00633
Bersot TP, Russell SJ, Thatcher SR, Pomernacki NK, Mahley RW, Weisgraber KH, Innerarity TL, Fox CS	A unique haplotype of the apolipoprotein B-100 allele associated with familial defective apolipoprotein B-100 in a Chinese man discovered during a study of the prevalence of this disorder.	J. Lipid Res.	34:7:1149-54	1993	8371062	34	T P Bersot, S J Russell, S R Thatcher, N K Pomernacki, R W Mahley, K H Weisgraber, T L Innerarity, C S Fox	T P Bersot	C S Fox	Gladstone Institute of Cardiovascular Disease, San Francisco General Hospital, CA.	NHLBI NIH HHS; HL41633
Innerarity TL, Mahley RW, Weisgraber KH, Bersot TP, Krauss RM, Vega GL, Grundy SM, Friedl W, Davignon J, McCarthy BJ	Familial defective apolipoprotein B-100: a mutation of apolipoprotein B that causes hypercholesterolemia.	J. Lipid Res.	31:8:1337-49	1990	2280177	309	T L Innerarity, R W Mahley, K H Weisgraber, T P Bersot, R M Krauss, G L Vega, S M Grundy, W Friedl, J Davignon, B J McCarthy	T L Innerarity	B J McCarthy	Gladstone Foundation Laboratories for Cardiovascular Disease, University of California, San Francisco 94140-0608.	NHLBI NIH HHS; HL-41633
Rall SC, Newhouse YM, Clarke HR, Weisgraber KH, McCarthy BJ, Mahley RW, Bersot TP	Type III hyperlipoproteinemia associated with apolipoprotein E phenotype E3/3. Structure and genetics of an apolipoprotein E3 variant.	J. Clin. Invest.	83:4:1095-101	1989	2539388	87	S C Rall, Y M Newhouse, H R Clarke, K H Weisgraber, B J McCarthy, R W Mahley, T P Bersot	S C Rall	T P Bersot	Gladstone Foundation Laboratories for Cardiovascular Disease, Department of Pathology, San Francisco, California 94140-0608.	NA
Bersot TP, Innerarity TL, Pitas RE, Rall SC, Weisgraber KH, Mahley RW	Fat feeding in humans induces lipoproteins of density less than 1.006 that are enriched in apolipoprotein [a] and that cause lipid accumulation in macrophages.	J. Clin. Invest.	77:2:622-30	1986	2935560	119	T P Bersot, T L Innerarity, R E Pitas, S C Rall, K H Weisgraber, R W Mahley	T P Bersot	R W Mahley		NCRR NIH HHS; RR00083
Innerarity TL, Hui DY, Bersot TP, Mahley RW	Type III hyperlipoproteinemia: a focus on lipoprotein receptor-apolipoprotein E2 interactions.	Adv. Exp. Med. Biol.	201:273-88	1986	3026150		T L Innerarity, D Y Hui, T P Bersot, R W Mahley	T L Innerarity	R W Mahley		NA
Cheng CF, Bensadoun A, Bersot T, Hsu JS, Melford KH	Purification and characterization of human lipoprotein lipase and hepatic triglyceride lipase. Reactivity with monoclonal antibodies to hepatic triglyceride lipase.	J. Biol. Chem.	260:19:10720-7	1985	4030767	61	C F Cheng, A Bensadoun, T Bersot, J S Hsu, K H Melford	C F Cheng	K H Melford		NCRR NIH HHS; RR00083
Innerarity TL, Bersot TP, Arnold KS, Weisgraber KH, Davis PA, Forte TM, Mahley RW	Receptor binding activity of high-density lipoproteins containing apoprotein E from abetalipoproteinemic and normal neonate plasma.	Metab. Clin. Exp.	33:2:186-95	1984	6319954	39	T L Innerarity, T P Bersot, K S Arnold, K H Weisgraber, P A Davis, T M Forte, R W Mahley	T L Innerarity	R W Mahley		NHLBI NIH HHS; HL-18574
Rall SC, Weisgraber KH, Innerarity TL, Bersot TP, Mahley RW, Blum CB	Identification of a new structural variant of human apolipoprotein E, E2(Lys146 leads to Gln), in a type III hyperlipoproteinemic subject with the E3/2 phenotype.	J. Clin. Invest.	72:4:1288-97	1983	6313758	140	S C Rall, K H Weisgraber, T L Innerarity, T P Bersot, R W Mahley, C B Blum	S C Rall	C B Blum		NHLBI NIH HHS; HL 21006
Bersot TP, Innerarity TL, Mahley RW, Havel RJ	Cholesteryl ester accumulation in mouse peritoneal macrophages induced by beta-migrating very low density lipoproteins from patients with atypical dysbetalipoproteinemia.	J. Clin. Invest.	72:3:1024-33	1983	6309903	42	T P Bersot, T L Innerarity, R W Mahley, R J Havel	T P Bersot	R J Havel		NCRR NIH HHS; RR 00083
Havel RJ, Kotite L, Kane JP, Tun P, Bersot T	Atypical familial dysbetalipoproteinemia associated with apolipoprotein phenotype E3/3.	J. Clin. Invest.	72:1:379-87	1983	6860421	70	R J Havel, L Kotite, J P Kane, P Tun, T Bersot	R J Havel	T Bersot		NCRR NIH HHS; RR00083
Weisgraber KH, Rall SC, Bersot TP, Mahley RW, Franceschini G, Sirtori CR	Apolipoprotein A-IMilano. Detection of normal A-I in affected subjects and evidence for a cysteine for arginine substitution in the variant A-I.	J. Biol. Chem.	258:4:2508-13	1983	6401735	122	K H Weisgraber, S C Rall, T P Bersot, R W Mahley, G Franceschini, C R Sirtori	K H Weisgraber	C R Sirtori		NHLBI NIH HHS; HL27455
Weisgraber KH, Bersot TP, Mahley RW, Franceschini G, Sirtori CR	A-Imilano apoprotein. Isolation and characterization of a cysteine-containing variant of the A-I apoprotein from human high density lipoproteins.	J. Clin. Invest.	66:5:901-7	1980	6776144	163	K H Weisgraber, T P Bersot, R W Mahley, G Franceschini, C R Sirtori	K H Weisgraber	C R Sirtori		NA
Weisgraber KH, Bersot TP, Mahley RW	Isolation and characterization of an apoprotein from the d less than 1.006 lipoproteins of human and canine lymph homologous with the rat A-IV apoprotein.	Biochem. Biophys. Res. Commun.	85:1:287-92	1978	217374	126	K H Weisgraber, T P Bersot, R W Mahley	K H Weisgraber	R W Mahley		NA
Mahley RW, Innerarity TL, Bersot TP, Lipson A, Margolis S	Alterations in human high-density lipoproteins, with or without increased plasma-cholesterol, induced by diets high in cholesterol.	Lancet	2:8094:807-9	1978	81362	153	R W Mahley, T L Innerarity, T P Bersot, A Lipson, S Margolis	R W Mahley	S Margolis		NA
Innerarity TL, Mahley RW, Weisgraber KH, Bersot TP	Apoprotein (E--A-II) complex of human plasma lipoproteins. II. Receptor binding activity of a high density lipoprotein subfraction modulated by the apo(E--A-II) complex.	J. Biol. Chem.	253:17:6289-95	1978	210175	100	T L Innerarity, R W Mahley, K H Weisgraber, T P Bersot	T L Innerarity	T P Bersot		NA
Bersot TP, Mahley RW, Brown MS, Goldstein JL	Interaction of swine lipoproteins with the low density lipoprotein receptor in human fibroblasts.	J. Biol. Chem.	251:8:2395-8	1976	177413	146	T P Bersot, R W Mahley, M S Brown, J L Goldstein	T P Bersot	J L Goldstein		NA
Herbert PN, Windmueller HG, Bersot TP, Shulman RS	Characterization of the rat apolipoproteins. I. The low molecular weight proteins of rat plasma high density lipoproteins.	J. Biol. Chem.	249:18:5718-24	1974	4369853	111	P N Herbert, H G Windmueller, T P Bersot, R S Shulman	P N Herbert	R S Shulman		NA
Mahley RW, Bersot TP, LeQuire VS, Levy RI, Windmueller HG, Brown WV	Identity of very low density lipoprotein apoproteins of plasma and liver Golgi apparatus.	Science	168:3929:380-2	1970	4985196	72	R W Mahley, T P Bersot, V S LeQuire, R I Levy, H G Windmueller, W V Brown	R W Mahley	W V Brown		NA
Xu T, Zhang M, Laurent T, Xie M, Ding S	Concise review: chemical approaches for modulating lineage-specific stem cells and progenitors.	Stem Cells Transl Med	2:5:355-61	2013	23580542	000318585700011	Tao Xu, Mingliang Zhang, Timothy Laurent, Min Xie, Sheng Ding	Tao Xu	Sheng Ding	Department of Pharmaceutical Chemistry, University of California, San Francisco, CA, USA.	NA
Li J, Huang NF, Zou J, Laurent TJ, Lee JC, Okogbaa J, Cooke JP, Ding S	Conversion of human fibroblasts to functional endothelial cells by defined factors.	Arterioscler. Thromb. Vasc. Biol.	33:6:1366-75	2013	23520160		Jun Li, Ngan F Huang, Jun Zou, Timothy J Laurent, Jerry C Lee, Janet Okogbaa, John P Cooke, Sheng Ding	Jun Li	Sheng Ding	From the Gladstone Institute of Cardiovascular Disease (J.L., J.Z., T.J.L., S.D.) and Department of Pharmaceutical Chemistry (S.D.), University of California, San Francisco, CA.	NA
Ma T, Xie M, Laurent T, Ding S	Progress in the reprogramming of somatic cells.	Circ. Res.	112:3:562-74	2013	23371904	1	Tianhua Ma, Min Xie, Timothy Laurent, Sheng Ding	Tianhua Ma	Sheng Ding	Department of Pharmaceutical Chemistry, Gladstone Institute of Cardiovascular Disease, University of California, San Francisco, CA 94158, USA.	NA
Li W, Jiang K, Wei W, Shi Y, Ding S	Chemical approaches to studying stem cell biology.	Cell Res.	23:1:81-91	2013	23266890		Wenlin Li, Kai Jiang, Wanguo Wei, Yan Shi, Sheng Ding	Wenlin Li	Sheng Ding	Department of Cell Biology, Second Military Medical University, Shanghai 200433, China.	NA
Zhang Y, Li W, Laurent T, Ding S	Small molecules, big roles -- the chemical manipulation of stem cell fate and somatic cell reprogramming.	J. Cell. Sci.	125:Pt 23:5609-20	2012	23420199	000315164200003	Yu Zhang, Wenlin Li, Timothy Laurent, Sheng Ding	Yu Zhang	Sheng Ding	Gladstone Institute of Cardiovascular Disease, Department of Pharmaceutical Chemistry, University of California, San Francisco, CA 94158, USA.	NHLBI NIH HHS; HL107436
Zhao J, Sun W, Cho HM, Ouyang H, Li W, Lin Y, Do J, Zhang L, Ding S, Liu Y, Lu P, Zhang K	Integration and long distance axonal regeneration in the central nervous system from transplanted primitive neural stem cells.	J. Biol. Chem.	288:1:164-8	2013	23155053	000313197200016	Jiagang Zhao, Woong Sun, Hyo Min Cho, Hong Ouyang, Wenlin Li, Ying Lin, Jiun Do, Liangfang Zhang, Sheng Ding, Yizhi Liu, Paul Lu, Kang Zhang	Jiagang Zhao	Kang Zhang	State Key Laboratory of Ophthalmology, Zhongshan Ophthalmic Center, Sun Yat-sen University, Guangzhou 510275, China.	NEI NIH HHS; R01 EY021374
Nie B, Wang H, Laurent T, Ding S	Cellular reprogramming: a small molecule perspective.	Curr. Opin. Cell Biol.	24:6:784-92	2012	22959962	2	Baoming Nie, Haixia Wang, Timothy Laurent, Sheng Ding	Baoming Nie	Sheng Ding	Gladstone Institute of Cardiovascular Disease, Department of Pharmaceutical Chemistry, University of California, San Francisco, 1650 Owens Street, San Francisco, CA 94158, USA.	NA
Liu K, Ding S	Target practice: modeling tumors with stem cells.	Cell	149:6:1185-7	2012	22682241	000305119600004	Kai Liu, Sheng Ding	Kai Liu	Sheng Ding	Gladstone Institute of Cardiovascular Disease, University of California, San Francisco, 94158, USA.	NA
Ukrohne TU, Westenskow PD, Kurihara T, Friedlander DF, Lehmann M, Dorsey AL, Li W, Zhu S, Schultz A, Wang J, Siuzdak G, Ding S, Friedlander M	Generation of retinal pigment epithelial cells from small molecules and OCT4 reprogrammed human induced pluripotent stem cells.	Stem Cells Transl Med	1:2:96-109	2012	22532929		Tim U Ukrohne, Peter D Westenskow, Toshihide Kurihara, David F Friedlander, Mandy Lehmann, Alison L Dorsey, Wenlin Li, Saiyong Zhu, Andrew Schultz, Junhua Wang, Gary Siuzdak, Sheng Ding, Martin Friedlander	Tim U Ukrohne	Martin Friedlander	Department of Cell Biology, The Scripps Research Institute, La Jolla, California 92037, USA.	NEI NIH HHS; R01 EY011254-14
