Authors	Title	Journal	Vol:Issue:Page	Year	Pubmed_Id	Citation_Number	Authors_Full_Name	First_Author	LastAuthor	Affiliations	Grants
Varvel NH, Grathwohl SA, Baumann F, Liebig C, Bosch A, Brawek B, Thal DR, Charo IF, Heppner FL, Aguzzi A, Garaschuk O, Ransohoff RM, Jucker M	Microglial repopulation model reveals a robust homeostatic process for replacing CNS myeloid cells.	Proc. Natl. Acad. Sci. U.S.A.	109:44:18150-5	2012	23071306		Nicholas H Varvel, Stefan A Grathwohl, Frank Baumann, Christian Liebig, Andrea Bosch, Bianca Brawek, Dietmar R Thal, Israel F Charo, Frank L Heppner, Adriano Aguzzi, Olga Garaschuk, Richard M Ransohoff, Mathias Jucker	Nicholas H Varvel	Mathias Jucker	German Center for Neurodegenerative Diseases, DZNE, and Department of Cellular Neurology, Hertie Institute for Clinical Brain Research, University of Tuebingen, 72076 Tuebingen, Germany. nicholas.varvel@dzne.de	NHLBI NIH HHS; R01 HL102475
Sullivan TJ, Dairaghi DJ, Krasinski A, Miao Z, Wang Y, Zhao BN, Baumgart T, Berahovich R, Ertl LS, Pennell A, Seitz L, Miao S, Ungashe S, Wei Z, Johnson D, Boring L, Tsou CL, Charo IF, Bekker P, Schall TJ, Jaen JC	Characterization of CCX140-B, an orally bioavailable antagonist of the CCR2 chemokine receptor, for the treatment of type 2 diabetes and associated complications.	J. Pharmacol. Exp. Ther.		2012	22378937		Timothy J Sullivan, Daniel J Dairaghi, Antoni Krasinski, Zhenhua Miao, Yu Wang, Bin N Zhao, Trageen Baumgart, Rob Berahovich, Linda S Ertl, Andrew Pennell, Lisa Seitz, Shichang Miao, Solomon Ungashe, Zheng Wei, Dan Johnson, Landin Boring, Chia-Lin Tsou, Israel F Charo, Pirow Bekker, Thomas J Schall, Juan C Jaen	Timothy J Sullivan	Juan C Jaen		NA
Mizutani M, Pino PA, Saederup N, Charo IF, Ransohoff RM, Cardona AE	The fractalkine receptor but not CCR2 is present on microglia from embryonic development throughout adulthood.	J. Immunol.	188:1:29-36	2012	22079990		Makiko Mizutani, Paula A Pino, Noah Saederup, Israel F Charo, Richard M Ransohoff, Astrid E Cardona	Makiko Mizutani	Astrid E Cardona	Department of Neurosciences, Lerner Research Institute, Cleveland Clinic, Cleveland, OH, USA.	NINDS NIH HHS; R01NS32151
Lewis KL, Caton ML, Bogunovic M, Greter M, Grajkowska LT, Ng D, Klinakis A, Charo IF, Jung S, Gommerman JL, Ivanov II, Liu K, Merad M, Reizis B	Notch2 receptor signaling controls functional differentiation of dendritic cells in the spleen and intestine.	Immunity	35:5:780-91	2011	22018469		Kanako L Lewis, Michele L Caton, Milena Bogunovic, Melanie Greter, Lucja T Grajkowska, Dennis Ng, Apostolos Klinakis, Israel F Charo, Steffen Jung, Jennifer L Gommerman, Ivaylo I Ivanov, Kang Liu, Miriam Merad, Boris Reizis	Kanako L Lewis	Boris Reizis	Department of Microbiology and Immunology, Columbia University Medical Center, New York, NY 10032, USA.	NICHD NIH HHS; T32 HD055165-05
Charo IF, Taub R	Anti-inflammatory therapeutics for the treatment of atherosclerosis.	Nat Rev Drug Discov	10:5:365-76	2011	21532566		Israel F Charo, Rebecca Taub	Israel F Charo	Rebecca Taub	Gladstone Institute of Cardiovascular Disease, 1650 Owens Street #149, San Francisco, California 94158, USA. icharo@gladstone.ucsf.edu	NHLBI NIH HHS; R01 HL052773
Sonoda KH, Yoshimura T, Egashira K, Charo IF, Ishibashi T	Neutrophil-dominant experimental autoimmune uveitis in CC-chemokine receptor 2 knockout mice.	Acta Ophthalmol	89:2:e180-8	2011	20584001		Koh-Hei Sonoda, Takeru Yoshimura, Kensuke Egashira, Israel F Charo, Tatsuro Ishibashi	Koh-Hei Sonoda	Tatsuro Ishibashi	Department of Ophthalmology, Graduate School of Medical Science, Kyushu University, Fukuoka, Japan. sonodak@med.kyushu-u.ac.jp	NA
Islam SA, Chang DS, Colvin RA, Byrne MH, McCully ML, Moser B, Lira SA, Charo IF, Luster AD	Mouse CCL8, a CCR8 agonist, promotes atopic dermatitis by recruiting IL-5+ T(H)2 cells.	Nat. Immunol.	12:2:167-77	2011	21217759		Sabina A Islam, Daniel S Chang, Richard A Colvin, Mike H Byrne, Michelle L McCully, Bernhard Moser, Sergio A Lira, Israel F Charo, Andrew D Luster	Sabina A Islam	Andrew D Luster	Center for Immunology and Inflammatory Diseases, Division of Rheumatology, Allergy and Immunology, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts, USA.	NIAID NIH HHS; R37 AI040618-15
Saederup N, Cardona AE, Croft K, Mizutani M, Cotleur AC, Tsou CL, Ransohoff RM, Charo IF	Selective chemokine receptor usage by central nervous system myeloid cells in CCR2-red fluorescent protein knock-in mice.	PLoS ONE	5:10:e13693	2010	21060874		Noah Saederup, Astrid E Cardona, Kelsey Croft, Makiko Mizutani, Anne C Cotleur, Chia-Lin Tsou, Richard M Ransohoff, Israel F Charo	Noah Saederup	Israel F Charo	Gladstone Institute of Cardiovascular Disease, San Francisco, California, United States of America.	NINDS NIH HHS; R01NS32151
Lu H, Huang D, Saederup N, Charo IF, Ransohoff RM, Zhou L	Macrophages recruited via CCR2 produce insulin-like growth factor-1 to repair acute skeletal muscle injury.	FASEB J.	25:1:358-69	2011	20889618		Haiyan Lu, Danping Huang, Noah Saederup, Israel F Charo, Richard M Ransohoff, Lan Zhou	Haiyan Lu	Lan Zhou	Neuroinflammation Research Center, Department of Neurosciences, Lerner Research Institute, Cleveland Clinic, 9500 Euclid Ave./S90, Cleveland, OH 44195, USA.	PHS HHS; MDA#91682
Yan W, Si Y, Slaymaker S, Li J, Zheng H, Young DL, Aslanian A, Saunders L, Verdin E, Charo IF	Zmynd15 encodes a histone deacetylase-dependent transcriptional repressor essential for spermiogenesis and male fertility.	J. Biol. Chem.	285:41:31418-26	2010	20675388		Wei Yan, Yue Si, Sarah Slaymaker, Jiachen Li, Huili Zheng, David L Young, Ara Aslanian, Laura Saunders, Eric Verdin, Israel F Charo	Wei Yan	Israel F Charo	Department of Physiology and Cell Biology, University of Nevada School of Medicine, Reno, Nevada 89557, USA.	NICHD NIH HHS; R03 HD048855-02
Dai E, Liu LY, Wang H, McIvor D, Sun YM, Macaulay C, King E, Munuswamy-Ramanujam G, Bartee MY, Williams J, Davids J, Charo I, McFadden G, Esko JD, Lucas AR	Inhibition of chemokine-glycosaminoglycan interactions in donor tissue reduces mouse allograft vasculopathy and transplant rejection.	PLoS ONE	5:5:e10510	2010	20463901		Erbin Dai, Li-Ying Liu, Hao Wang, Dana McIvor, Yun Ming Sun, Colin Macaulay, Elaine King, Ganesh Munuswamy-Ramanujam, Mee Yong Bartee, Jennifer Williams, Jennifer Davids, Israel Charo, Grant McFadden, Jeffrey D Esko, Alexandra R Lucas	Erbin Dai	Alexandra R Lucas	Vascular Biology Research Group, Robarts Research Institute, The University of Western Ontario, London, Ontario, Canada.	Canadian Institutes of Health Research; MOP 577578
